CPU Utilization [%],Sampling Rate [µs],Threshold [%],Modeled Arrival Rate [jobs/s],Measured Arrival Rate [jobs/s],Measured Mean Service Time [ms],Measured Mean Service Rate [jobs/s],Modeled MRT (k/λ) [ms],Modeled MRT (W+S) [ms],Measured MRT [ms],Measured Mean Interarrival Time [ms],Modeled Utilization [%],Modeled Busy Probability (1-π₀),Measured Utilization [%],Highest State,Measured Mean CPU Time [ms],Measured Mean CORE Frequency [KHz],Modeled CORE Power [W],Measured CORE Power [W]
90,20000,95,8.01,7.91,108.44,9.22,386.34,377.61,386.34,0.13,85.72,85.01,85.48,17,108.42,2345109,2.04,None
90,20000,95,8.01,7.9,108.61,9.21,394.44,387.58,394.46,0.13,85.8,86.04,85.56,18,108.58,2344736,2.04,None
90,20000,95,8.01,8.12,108.15,9.25,486.09,486.03,486.09,0.12,87.82,88.63,87.57,19,108.13,2355342,2.06,None
90,20000,95,8.01,8.31,108.51,9.22,546.89,541.42,546.9,0.12,90.14,90.24,89.87,18,108.49,2355821,2.08,None
90,20000,95,8.01,7.98,108.56,9.21,489.83,496.22,489.84,0.13,86.65,86.42,86.41,32,108.54,2347946,2.05,None
90,20000,95,8.01,7.94,108.33,9.23,427.33,425.61,427.35,0.13,85.96,86.33,85.72,17,108.31,2348377,2.05,None
90,20000,95,8.01,8.18,108.44,9.22,524.7,524.19,524.72,0.12,88.73,89.01,88.48,26,108.43,2353779,2.07,None
90,20000,95,8.01,8.16,108.35,9.23,497.75,494.51,497.77,0.12,88.43,88.29,88.18,22,108.33,2357984,2.07,None
90,20000,95,8.01,8.04,108.4,9.23,441.14,436.3,441.16,0.12,87.15,86.5,86.91,24,108.38,2351444,2.06,None
100,20000,95,8.9,8.88,108.3,9.23,1290.59,1283.28,1290.61,0.11,96.13,95.71,95.85,46,108.28,2376385,2.13,None
100,20000,95,8.9,8.88,108.14,9.25,1317.76,1315.78,1317.77,0.11,95.98,96.18,95.7,39,108.13,2373456,2.13,None
100,20000,95,8.9,8.92,108.03,9.26,1147.51,1131.37,1147.53,0.11,96.39,96.29,95.94,28,108.02,2371172,2.12,None
100,20000,95,8.9,9.04,108.05,9.25,1219.04,1190.95,1219.05,0.11,97.68,97.5,97.39,36,108.04,2375043,2.14,None
100,20000,95,8.9,8.84,108.15,9.25,1157.32,1151.75,1157.32,0.11,95.55,95.83,95.1,35,108.13,2372530,2.12,None
100,20000,95,8.9,8.95,107.99,9.26,1327.26,1315.2,1327.28,0.11,96.67,96.6,96.38,37,107.97,2372026,2.13,None
100,20000,95,8.9,9.17,108.07,9.25,4089.91,4067.95,4089.93,0.11,99.04,98.68,98.41,91,108.05,2380731,2.15,None
100,20000,95,8.9,8.8,108.06,9.25,880.33,866.78,880.35,0.11,95.09,95.46,94.82,33,108.05,2369950,2.12,None
100,20000,95,8.9,8.9,108.02,9.26,1284.32,1277.42,1284.33,0.11,96.16,96.06,95.72,37,108,2371470,2.12,None
100,20000,95,8.9,8.96,107.99,9.26,1418.21,1407.7,1418.23,0.11,96.73,96.19,95.96,41,107.97,2373612,2.13,None
10,30000,75,0.89,0.89,118.11,8.47,125.82,131.93,125.99,1.13,10.45,11.11,10.54,2,118.08,1663181,1.05,None
10,30000,75,0.89,0.9,117.34,8.52,125.24,119.34,125.42,1.11,10.56,10.19,10.63,2,117.31,1681952,1.07,None
10,30000,75,0.89,0.9,118.3,8.45,125.88,134.62,125.9,1.11,10.61,10.58,10.67,2,118.27,1692489,1.08,None
10,30000,75,0.89,0.91,118.64,8.43,127.06,137.36,127.23,1.1,10.78,11.38,10.85,3,118.6,1720623,1.1,None
10,30000,75,0.89,0.85,118.68,8.43,124.22,109.14,124.4,1.17,10.11,8.71,10.2,2,118.64,1654321,1.04,None
10,30000,75,0.89,0.93,117.42,8.52,125.84,132.46,126.02,1.08,10.86,10.81,10.95,3,117.38,1717484,1.1,None
10,30000,75,0.89,0.89,118.1,8.47,125.9,116.95,126.06,1.12,10.55,10.07,10.64,2,118.06,1699527,1.08,None
10,30000,75,0.89,0.89,117.99,8.48,123.42,102.72,123.58,1.12,10.52,9.16,10.61,1,117.95,1653749,1.04,None
10,30000,75,0.89,0.88,118.56,8.43,124.42,103.21,124.43,1.14,10.43,8.89,10.52,2,118.52,1697074,1.08,None
10,30000,75,0.89,0.9,117.81,8.49,124.23,107,124.4,1.1,10.6,9.44,10.69,2,117.76,1699702,1.08,None
20,30000,75,1.78,1.76,114.44,8.74,129.23,130.5,129.32,0.57,20.16,20.25,20.22,4,114.41,1981239,1.37,None
20,30000,75,1.78,1.75,114.53,8.73,129.24,127.77,129.25,0.57,20,19.93,20.04,2,114.5,2002742,1.39,None
20,30000,75,1.78,1.83,114.46,8.74,130.73,133.12,130.82,0.55,20.93,21.15,20.97,3,114.43,1999235,1.39,None
20,30000,75,1.78,1.74,114.31,8.75,129.07,130.94,129.16,0.58,19.83,19.64,19.88,3,114.29,1958215,1.35,None
20,30000,75,1.78,1.79,114.21,8.76,129.3,132.32,129.3,0.56,20.44,20.43,20.48,4,114.19,1948167,1.34,None
20,30000,75,1.78,1.63,114.82,8.71,128.41,123.52,128.5,0.61,18.7,18.07,18.74,2,114.79,1933056,1.32,None
20,30000,75,1.78,1.69,114.45,8.74,129.9,135.92,129.98,0.59,19.3,20.45,19.37,3,114.42,1941591,1.33,None
20,30000,75,1.78,1.79,114.06,8.77,131,134.18,131.09,0.56,20.38,21.46,20.44,3,114.03,1993524,1.38,None
20,30000,75,1.78,1.82,114.21,8.76,129.57,128.57,129.65,0.55,20.81,21.32,20.86,3,114.18,1969097,1.36,None
20,30000,75,1.78,1.83,114.42,8.74,127.9,123.82,127.91,0.55,20.9,20.43,20.96,3,114.39,2031919,1.42,None
30,30000,75,2.67,2.72,112.34,8.9,135.28,129.11,135.34,0.37,30.5,29.44,30.5,3,112.32,2123439,1.54,None
30,30000,75,2.67,2.58,112.2,8.91,133.97,130.37,133.98,0.39,28.91,28.68,28.92,3,112.18,2088344,1.5,None
30,30000,75,2.67,2.64,112.24,8.91,136.86,140.66,136.92,0.38,29.57,30.99,29.59,3,112.22,2093543,1.51,None
30,30000,75,2.67,2.63,112.41,8.9,132.96,121.87,133.02,0.38,29.53,27.13,29.54,3,112.39,2103778,1.52,None
30,30000,75,2.67,2.71,112.34,8.9,136.06,130.78,136.12,0.37,30.46,29.13,30.47,3,112.32,2118325,1.54,None
30,30000,75,2.67,2.73,112.53,8.89,137.71,133,137.77,0.37,30.7,29.93,30.71,3,112.51,2117578,1.54,None
30,30000,75,2.67,2.71,112.06,8.92,136.5,137.18,136.55,0.37,30.37,30.72,30.37,3,112.04,2108989,1.53,None
30,30000,75,2.67,2.71,112.53,8.89,138.27,137.92,138.32,0.37,30.48,30.28,30.48,4,112.51,2129028,1.55,None
30,30000,75,2.67,2.79,112.31,8.9,137.18,135.28,137.19,0.36,31.33,30.4,31.33,4,112.28,2112504,1.54,None
30,30000,75,2.67,2.62,112.57,8.88,138.83,143.55,138.9,0.38,29.51,30.13,29.52,5,112.55,2112593,1.53,None
40,30000,75,3.56,3.54,111.23,8.99,147.4,147.09,147.44,0.28,39.38,39.1,39.34,5,111.22,2192719,1.65,None
40,30000,75,3.56,3.69,111.14,9,148.48,145.99,148.52,0.27,40.97,41.52,40.94,4,111.11,2221362,1.69,None
40,30000,75,3.56,3.46,111.17,9,154.45,171.6,154.49,0.29,38.5,40.76,38.47,6,111.15,2198307,1.65,None
40,30000,75,3.56,3.7,111,9.01,151.86,155.26,151.9,0.27,41.03,41.07,41,5,110.98,2187522,1.65,None
40,30000,75,3.56,3.6,111.28,8.99,152.36,162.06,152.4,0.28,40.04,42.66,40.01,5,111.26,2184609,1.65,None
40,30000,75,3.56,3.39,111.22,8.99,144.8,144.81,144.85,0.3,37.68,37.6,37.65,6,111.19,2176046,1.63,None
40,30000,75,3.56,3.47,111.41,8.98,145.74,142.77,145.78,0.29,38.6,37.66,38.58,6,111.39,2194373,1.65,None
40,30000,75,3.56,3.51,111.27,8.99,147.72,149.62,147.76,0.28,39.06,39.84,39.03,5,111.26,2186284,1.64,None
40,30000,75,3.56,3.51,111.18,8.99,143.74,137.57,143.78,0.29,38.97,37.04,38.94,4,111.16,2189693,1.65,None
40,30000,75,3.56,3.54,111.24,8.99,147.95,148.58,148,0.28,39.32,39.6,39.29,5,111.22,2184672,1.64,None
50,30000,75,4.45,4.5,110.04,9.09,164.73,164,164.74,0.22,49.5,49.25,49.43,5,110.03,2274595,1.78,None
50,30000,75,4.45,4.44,110.42,9.06,161.93,158.94,161.96,0.23,49.03,48.2,48.95,5,110.4,2236110,1.74,None
50,30000,75,4.45,4.55,110.27,9.07,162.82,159.65,162.86,0.22,50.19,50.26,50.13,5,110.26,2271335,1.78,None
50,30000,75,4.45,4.32,110.46,9.05,159.86,158.22,159.9,0.23,47.74,47.15,47.67,5,110.44,2238176,1.74,None
50,30000,75,4.45,4.49,110.52,9.05,164.57,163.46,164.57,0.22,49.66,49.75,49.58,6,110.51,2253996,1.76,None
50,30000,75,4.45,4.61,110.25,9.07,172.11,177.22,172.15,0.22,50.79,51.01,50.71,7,110.24,2260248,1.77,None
50,30000,75,4.45,4.45,110.21,9.07,160.54,156.96,160.58,0.22,49.02,48.09,48.96,6,110.19,2260096,1.76,None
50,30000,75,4.45,4.38,110.47,9.05,163.39,163.2,163.42,0.23,48.39,48.73,48.33,6,110.46,2237310,1.74,None
50,30000,75,4.45,4.54,109.95,9.1,163.69,162.81,163.72,0.22,49.9,50.02,49.83,7,109.93,2254489,1.76,None
50,30000,75,4.45,4.44,110.27,9.07,163.4,162.58,163.43,0.23,48.98,48.99,48.9,6,110.25,2249061,1.75,None
60,30000,75,5.34,5.12,109.91,9.1,183.93,186.14,183.96,0.2,56.22,56.42,56.12,7,109.89,2285358,1.82,None
60,30000,75,5.34,5.39,109.57,9.13,180.44,172.45,180.44,0.19,59.06,57.43,58.93,7,109.55,2298073,1.85,None
60,30000,75,5.34,5.28,109.64,9.12,189.38,191.93,189.41,0.19,57.91,58.27,57.8,9,109.63,2293274,1.84,None
60,30000,75,5.34,5.39,109.62,9.12,184.62,181.97,184.62,0.19,59.03,59.03,58.91,6,109.6,2287431,1.84,None
60,30000,75,5.34,5.39,109.45,9.14,198.89,207.57,198.92,0.19,59.01,59.37,58.89,8,109.43,2300292,1.85,None
60,30000,75,5.34,5.42,109.37,9.14,192.31,193.95,192.34,0.18,59.28,58.03,59.17,10,109.36,2298660,1.85,None
60,30000,75,5.34,5.36,109.42,9.14,194.08,200.59,194.1,0.19,58.69,59.91,58.57,8,109.4,2288726,1.84,None
60,30000,75,5.34,5.32,109.61,9.12,181.63,177.92,181.66,0.19,58.3,57.43,58.19,8,109.6,2281691,1.83,None
60,30000,75,5.34,5.3,109.53,9.13,186,187.43,186.03,0.19,58.01,58.18,57.9,9,109.51,2283322,1.83,None
60,30000,75,5.34,5.39,109.86,9.1,185.93,183.49,185.95,0.19,59.16,59.75,59.05,9,109.84,2293088,1.85,None
70,30000,75,6.23,6.22,109.21,9.16,228.49,229.57,228.51,0.16,67.93,67.74,67.77,11,109.19,2327896,1.93,None
70,30000,75,6.23,6.22,109.12,9.16,219.25,216.79,219.27,0.16,67.84,67.87,67.68,10,109.1,2335120,1.93,None
70,30000,75,6.23,6.1,109.2,9.16,225.05,228.96,225.05,0.16,66.61,66.94,66.46,11,109.19,2330568,1.92,None
70,30000,75,6.23,6.22,109.25,9.15,225.31,225.19,225.33,0.16,67.99,67.69,67.84,11,109.23,2322527,1.92,None
70,30000,75,6.23,6.17,109.01,9.17,214.11,211.56,214.13,0.16,67.29,68.47,67.14,10,108.99,2317268,1.91,None
70,30000,75,6.23,6.16,109.31,9.15,217.16,216.32,217.18,0.16,67.34,68.41,67.19,10,109.29,2325348,1.92,None
70,30000,75,6.23,6.07,109.01,9.17,214.45,214.54,214.48,0.16,66.21,67.11,66.06,8,108.99,2314602,1.91,None
70,30000,75,6.23,6.03,109.12,9.16,213.89,213.21,213.92,0.17,65.82,65.87,65.68,10,109.1,2328419,1.92,None
70,30000,75,6.23,6.2,109.15,9.16,226.49,228.12,226.49,0.16,67.67,67.97,67.52,11,109.14,2325021,1.92,None
70,30000,75,6.23,5.95,109.14,9.16,212.67,213.57,212.69,0.17,64.95,65.61,64.81,7,109.12,2319456,1.9,None
80,30000,75,7.12,7.23,108.61,9.21,321.08,326.44,321.11,0.14,78.49,79.43,78.29,12,108.6,2355989,2.01,None
80,30000,75,7.12,7.05,110.43,9.06,321.22,326.31,321.22,0.14,77.83,77.99,77.62,17,110.41,2355817,2.01,None
80,30000,75,7.12,7.06,108.66,9.2,281.01,278.03,281.04,0.14,76.7,75.58,76.5,13,108.65,2351856,2,None
80,30000,75,7.12,7.47,108.43,9.22,335.41,334.37,335.43,0.13,81,80.32,80.77,15,108.42,2362669,2.03,None
80,30000,75,7.12,7.17,108.57,9.21,308.81,311.86,308.83,0.14,77.88,79.36,77.68,14,108.55,2350000,2,None
80,30000,75,7.12,7.16,108.66,9.2,313.65,317.71,313.68,0.14,77.77,77.35,77.57,19,108.65,2353098,2.01,None
80,30000,75,7.12,7.08,108.68,9.2,276.59,273.1,276.61,0.14,76.89,77.03,76.7,11,108.67,2355210,2,None
80,30000,75,7.12,7.11,108.71,9.2,283.66,280.06,283.66,0.14,77.31,76.47,77.12,13,108.69,2349519,2,None
80,30000,75,7.12,6.78,108.67,9.2,272.81,278.45,272.83,0.15,73.62,74.69,73.45,13,108.65,2344305,1.98,None
80,30000,75,7.12,7.24,108.45,9.22,273.49,263.89,273.51,0.14,78.46,77.25,78.26,10,108.43,2358895,2.02,None
90,30000,75,8.01,8.03,108.22,9.24,458.33,456.62,458.35,0.12,86.9,86.66,86.66,20,108.2,2371870,2.08,None
90,30000,75,8.01,7.96,108.52,9.21,426.29,421.85,426.31,0.13,86.35,86.37,86.11,16,108.5,2368527,2.07,None
90,30000,75,8.01,7.87,108.28,9.23,461.31,469.69,461.33,0.13,85.22,86.11,84.98,20,108.27,2367656,2.06,None
90,30000,75,8.01,7.96,108.17,9.24,475.13,479.74,475.15,0.13,86.07,86.46,85.83,26,108.15,2368370,2.07,None
90,30000,75,8.01,8.04,108.37,9.23,465.82,464.06,465.84,0.12,87.13,86.39,86.9,25,108.36,2373515,2.08,None
90,30000,75,8.01,8.08,108.2,9.24,469.98,467.4,470,0.12,87.43,87.15,87.19,20,108.19,2367358,2.07,None
90,30000,75,8.01,7.93,108.37,9.23,443.36,444.78,443.38,0.13,85.94,86.48,85.7,17,108.35,2366186,2.06,None
90,30000,75,8.01,7.9,108.44,9.22,476.68,483.12,476.7,0.13,85.68,85.29,85.45,27,108.42,2369120,2.07,None
90,30000,75,8.01,7.95,108.36,9.23,425.53,421.77,425.55,0.13,86.18,86.14,85.95,23,108.34,2366592,2.07,None
90,30000,75,8.01,8.02,108.3,9.23,424.65,419.51,424.67,0.12,86.82,87.43,86.58,18,108.28,2371044,2.07,None
100,30000,75,8.9,8.78,107.96,9.26,833.12,818.42,833.14,0.11,94.83,94.41,94.38,31,107.95,2379208,2.12,None
100,30000,75,8.9,9.1,107.95,9.26,1843.48,1817.6,1843.5,0.11,98.23,97.48,97.13,54,107.93,2382250,2.14,None
100,30000,75,8.9,8.87,108.12,9.25,1007.99,992.99,1008,0.11,95.87,95.55,95.26,43,108.1,2381154,2.13,None
100,30000,75,8.9,9.04,108.03,9.26,1636.02,1618.79,1636.03,0.11,97.62,97.39,97.17,55,108.01,2380979,2.14,None
100,30000,75,8.9,8.86,108.16,9.25,1337.5,1336.82,1337.52,0.11,95.79,95.7,95.51,45,108.14,2381187,2.13,None
100,30000,75,8.9,8.81,108.05,9.25,1245.19,1248.41,1245.21,0.11,95.23,94.83,94.8,41,108.04,2380339,2.13,None
100,30000,75,8.9,9.15,108.2,9.24,1970.45,1932.3,1970.46,0.11,98.96,97.91,97.53,72,108.18,2382936,2.15,None
100,30000,75,8.9,9.04,107.96,9.26,2304.43,2301.87,2304.43,0.11,97.61,97.53,97.3,58,107.94,2382273,2.14,None
100,30000,75,8.9,8.61,108.16,9.25,899.14,903.45,899.16,0.12,93.16,92.97,92.9,31,108.15,2377707,2.12,None
100,30000,75,8.9,8.9,108.07,9.25,1001.23,980.75,1001.25,0.11,96.14,95.81,95.54,31,108.05,2379590,2.13,None
10,30000,80,0.89,0.92,117.65,8.5,124.93,110.57,124.95,1.09,10.8,9.79,10.87,2,117.62,1685459,1.07,None
10,30000,80,0.89,0.94,117.03,8.54,125.38,137.69,125.54,1.06,11,11.88,11.09,3,117,1681716,1.07,None
10,30000,80,0.89,0.88,118.25,8.46,126.71,145.11,126.73,1.13,10.45,11.31,10.52,3,118.22,1676589,1.06,None
10,30000,80,0.89,0.85,118.6,8.43,127.73,153.4,127.91,1.18,10.08,12.65,10.16,2,118.56,1651150,1.04,None
10,30000,80,0.89,0.94,117.49,8.51,126.95,147.22,127.11,1.07,11.01,11.83,11.09,3,117.45,1679044,1.07,None
10,30000,80,0.89,0.89,118.57,8.43,125.66,119.93,125.83,1.12,10.55,10.3,10.64,2,118.54,1696566,1.08,None
10,30000,80,0.89,0.96,118.04,8.47,125.87,121.65,126.02,1.04,11.35,10.83,11.43,2,117.99,1753686,1.13,None
10,30000,80,0.89,0.97,117.66,8.5,127.31,152.13,127.46,1.03,11.35,14.16,11.44,2,117.61,1704040,1.09,None
10,30000,80,0.89,0.92,118.62,8.43,126.78,127.99,126.95,1.09,10.91,10.87,11,2,118.59,1716158,1.1,None
10,30000,80,0.89,0.92,118.78,8.42,125.98,125.41,126.15,1.09,10.87,10.2,10.94,2,118.75,1719870,1.1,None
20,30000,80,1.78,1.82,114.07,8.77,131.73,145.68,131.81,0.55,20.74,23.28,20.78,3,114.04,1975352,1.37,None
20,30000,80,1.78,1.77,114.1,8.76,129.72,128.5,129.8,0.56,20.21,20.13,20.27,2,114.08,1968081,1.36,None
20,30000,80,1.78,1.78,114.16,8.76,131.97,144.67,132.06,0.56,20.28,21.11,20.32,3,114.12,1939228,1.33,None
20,30000,80,1.78,1.83,114.36,8.74,131.5,138.35,131.59,0.55,20.95,22.79,20.99,3,114.34,1972626,1.36,None
20,30000,80,1.78,1.75,114.24,8.75,129.54,126.26,129.62,0.57,19.99,19.71,20.04,3,114.22,1955656,1.34,None
20,30000,80,1.78,1.83,114.43,8.74,128.7,127.41,128.78,0.55,20.94,20.13,21,4,114.41,2013720,1.4,None
20,30000,80,1.78,1.67,114.23,8.75,129.76,135.27,129.85,0.6,19.02,20.22,19.06,2,114.2,1941661,1.33,None
20,30000,80,1.78,1.83,114.31,8.75,129.09,123.97,129.18,0.54,20.96,20.36,21,4,114.29,1990226,1.38,None
20,30000,80,1.78,1.72,114.9,8.7,130.42,132.7,130.51,0.58,19.78,19.55,19.85,3,114.88,1967969,1.35,None
20,30000,80,1.78,1.78,114.12,8.76,130.24,139.06,130.25,0.56,20.28,21.05,20.31,3,114.09,1934975,1.33,None
30,30000,80,2.67,2.6,112.51,8.89,138.32,145.24,138.32,0.38,29.2,30.56,29.2,5,112.49,2095484,1.51,None
30,30000,80,2.67,2.69,112.6,8.88,136.36,132.12,136.41,0.37,30.23,30.42,30.26,3,112.57,2136257,1.55,None
30,30000,80,2.67,2.79,111.92,8.94,138.61,141.83,138.66,0.36,31.26,32.4,31.27,4,111.89,2107410,1.53,None
30,30000,80,2.67,2.69,112.72,8.87,138.2,138.61,138.21,0.37,30.32,30.1,30.32,3,112.7,2128406,1.55,None
30,30000,80,2.67,2.49,112.95,8.85,138.64,147.44,138.7,0.4,28.09,29.22,28.1,5,112.93,2105993,1.52,None
30,30000,80,2.67,2.62,112.69,8.87,136.74,141.91,136.79,0.38,29.49,30.7,29.5,4,112.67,2102042,1.52,None
30,30000,80,2.67,2.83,112.24,8.91,134.98,126.2,135.03,0.35,31.73,30.72,31.74,4,112.21,2143050,1.57,None
30,30000,80,2.67,2.66,112.66,8.88,134.7,129.17,134.75,0.38,29.93,28.11,29.94,4,112.63,2104359,1.52,None
30,30000,80,2.67,2.68,112.47,8.89,136.25,132.76,136.26,0.37,30.16,29.08,30.16,5,112.45,2111780,1.53,None
30,30000,80,2.67,2.7,112.34,8.9,137.65,140.66,137.71,0.37,30.35,30.97,30.37,3,112.32,2101522,1.52,None
40,30000,80,3.56,3.65,111.05,9,152.12,156.81,152.16,0.27,40.48,41.34,40.44,6,111.03,2195910,1.66,None
40,30000,80,3.56,3.72,110.92,9.02,152.89,155.89,152.89,0.27,41.3,41.75,41.25,6,110.9,2181751,1.65,None
40,30000,80,3.56,3.49,111.22,8.99,140.98,126.4,141.02,0.29,38.78,35.85,38.75,3,111.19,2189655,1.65,None
40,30000,80,3.56,3.53,110.87,9.02,146.62,147.53,146.66,0.28,39.12,39.87,39.09,5,110.86,2197188,1.65,None
40,30000,80,3.56,3.55,110.99,9.01,145.14,138.8,145.18,0.28,39.42,37.89,39.4,5,110.98,2174146,1.63,None
40,30000,80,3.56,3.71,110.97,9.01,149.87,150.01,149.91,0.27,41.11,41.12,41.08,5,110.95,2203036,1.67,None
40,30000,80,3.56,3.44,111.22,8.99,145.34,142.81,145.38,0.29,38.24,36.79,38.22,5,111.2,2187334,1.64,None
40,30000,80,3.56,3.61,111.19,8.99,145.51,139.98,145.55,0.28,40.12,39.19,40.09,5,111.17,2182275,1.65,None
40,30000,80,3.56,3.63,111.34,8.98,147.91,146.2,147.92,0.28,40.36,40.73,40.33,5,111.32,2202537,1.67,None
40,30000,80,3.56,3.47,111.39,8.98,146.48,145.2,146.53,0.29,38.67,38.65,38.65,5,111.36,2174297,1.63,None
50,30000,80,4.45,4.42,110.49,9.05,160.86,156.63,160.87,0.23,48.82,47.69,48.74,5,110.48,2252618,1.76,None
50,30000,80,4.45,4.61,110.27,9.07,170.2,173.96,170.24,0.22,50.8,51.28,50.72,9,110.24,2261385,1.77,None
50,30000,80,4.45,4.41,110.24,9.07,161.42,161.66,161.46,0.23,48.58,48.96,48.51,5,110.22,2244622,1.75,None
50,30000,80,4.45,4.31,110.1,9.08,157.04,155.6,157.07,0.23,47.49,48.8,47.42,5,110.08,2244255,1.74,None
50,30000,80,4.45,4.44,110.33,9.06,161.43,160.75,161.47,0.23,48.97,48.57,48.9,6,110.31,2246925,1.75,None
50,30000,80,4.45,4.52,110.22,9.07,166.56,169.52,166.59,0.22,49.82,50.37,49.75,6,110.21,2246709,1.75,None
50,30000,80,4.45,4.43,110.33,9.06,163.44,163.23,163.47,0.23,48.9,47.67,48.82,7,110.32,2252163,1.76,None
50,30000,80,4.45,4.35,110.61,9.04,161.06,160.69,161.09,0.23,48.1,48.06,48.04,6,110.59,2251998,1.75,None
50,30000,80,4.45,4.39,110.52,9.05,161.69,162.25,161.72,0.23,48.56,48.98,48.5,6,110.51,2214801,1.72,None
50,30000,80,4.45,4.36,110.4,9.06,159.54,158.66,159.58,0.23,48.15,48.76,48.09,5,110.38,2240545,1.74,None
60,30000,80,5.34,5.25,109.54,9.13,185.49,187.54,185.52,0.19,57.51,58.14,57.4,7,109.52,2283463,1.83,None
60,30000,80,5.34,5.38,109.77,9.11,193.46,197.23,193.46,0.19,59.02,59.8,58.9,9,109.76,2302478,1.86,None
60,30000,80,5.34,5.15,109.78,9.11,175.41,171.71,175.44,0.19,56.5,56.35,56.4,7,109.76,2273672,1.82,None
60,30000,80,5.34,5.4,109.73,9.11,187.87,187.13,187.9,0.19,59.2,59.04,59.09,7,109.72,2285808,1.84,None
60,30000,80,5.34,5.41,109.69,9.12,182.21,176.51,182.24,0.18,59.38,58.5,59.26,6,109.67,2296341,1.85,None
60,30000,80,5.34,5.49,109.55,9.13,195.93,198.99,195.96,0.18,60.18,61.23,60.06,7,109.53,2292753,1.85,None
60,30000,80,5.34,5.37,109.64,9.12,185.12,181.95,185.14,0.19,58.91,57.83,58.8,8,109.62,2288143,1.84,None
60,30000,80,5.34,5.15,110.02,9.09,181.39,179.48,181.42,0.19,56.68,55,56.58,8,110.01,2280489,1.82,None
60,30000,80,5.34,5.21,109.54,9.13,175.64,169.28,175.67,0.19,57.11,55.99,57,5,109.53,2283930,1.83,None
60,30000,80,5.34,5.17,109.82,9.11,180.64,178.98,180.67,0.19,56.76,56.09,56.65,7,109.81,2279756,1.82,None
70,30000,80,6.23,6.38,109.19,9.16,243.26,247.18,243.26,0.16,69.66,69.49,69.49,9,109.17,2330380,1.94,None
70,30000,80,6.23,6.14,109.19,9.16,223.98,225.17,224.01,0.16,67.03,66.81,66.88,9,109.18,2331581,1.93,None
70,30000,80,6.23,6.11,109.07,9.17,213.11,211.31,213.13,0.16,66.59,66.9,66.44,8,109.06,2322096,1.92,None
70,30000,80,6.23,6.33,109.24,9.15,234.25,235.41,234.28,0.16,69.13,69.78,68.97,9,109.23,2319237,1.93,None
70,30000,80,6.23,6.18,109.04,9.17,223.16,224.19,223.18,0.16,67.39,68.16,67.24,9,109.02,2319972,1.92,None
70,30000,80,6.23,6.07,108.95,9.18,211.21,209.52,211.23,0.16,66.17,65.42,66.03,8,108.94,2317154,1.91,None
70,30000,80,6.23,6.13,109.15,9.16,217.05,216.58,217.07,0.16,66.91,67.16,66.78,7,109.13,2317091,1.91,None
70,30000,80,6.23,6.16,109.21,9.16,207.14,199.91,207.14,0.16,67.28,66.5,67.13,9,109.2,2323483,1.92,None
70,30000,80,6.23,6.15,108.98,9.18,222.27,226.79,222.29,0.16,66.98,68.67,66.82,8,108.96,2321909,1.92,None
70,30000,80,6.23,6.29,109.12,9.16,229.1,230.24,229.12,0.16,68.63,69.67,68.47,10,109.1,2325430,1.93,None
80,30000,80,7.12,7.3,108.6,9.21,340.1,346.56,340.12,0.14,79.3,79.91,79.1,18,108.58,2349957,2.01,None
80,30000,80,7.12,7.04,108.74,9.2,286.01,286.29,286.01,0.14,76.56,76.58,76.36,11,108.73,2339866,1.99,None
80,30000,80,7.12,7.12,108.65,9.2,279.75,274.99,279.77,0.14,77.34,76.97,77.15,12,108.64,2348558,2,None
80,30000,80,7.12,6.97,108.84,9.19,271.23,267.82,271.25,0.14,75.8,75.34,75.62,12,108.82,2335895,1.98,None
80,30000,80,7.12,7.09,108.65,9.2,268.1,261.8,268.12,0.14,77.03,77.46,76.84,10,108.63,2348318,2,None
80,30000,80,7.12,7.15,108.52,9.21,271.28,263.65,271.3,0.14,77.59,77.31,77.39,10,108.5,2355769,2.01,None
80,30000,80,7.12,7,108.7,9.2,292.19,296.32,292.21,0.14,76.11,76.33,75.91,14,108.68,2343722,1.99,None
80,30000,80,7.12,7.11,108.62,9.21,296.64,297.79,296.64,0.14,77.23,77.38,77.02,12,108.6,2356453,2.01,None
80,30000,80,7.12,7.01,108.55,9.21,278.76,278.75,278.79,0.14,76.04,76.23,75.85,12,108.54,2342882,1.99,None
80,30000,80,7.12,6.93,108.85,9.19,285.97,287.59,285.97,0.14,75.43,74.43,75.24,20,108.83,2345834,1.99,None
90,30000,80,8.01,8.01,108.5,9.22,413.01,405.73,413.03,0.12,86.94,87.51,86.56,18,108.49,2365611,2.07,None
90,30000,80,8.01,8.26,108.26,9.24,501.07,493.77,501.09,0.12,89.44,89.24,89.04,21,108.24,2375244,2.09,None
90,30000,80,8.01,7.93,108.4,9.22,459.66,463.55,459.68,0.13,85.95,86.17,85.71,27,108.38,2366352,2.06,None
90,30000,80,8.01,8.2,108.2,9.24,491.09,485,491.11,0.12,88.69,88.12,88.44,19,108.18,2369547,2.08,None
90,30000,80,8.01,7.91,108.21,9.24,374.53,363.88,374.55,0.13,85.58,85.03,85.34,15,108.19,2362275,2.06,None
90,30000,80,8.01,8.09,108.28,9.24,529.52,534.69,529.54,0.12,87.62,87.82,87.37,26,108.26,2361002,2.07,None
