CPU Utilization [%],Sampling Rate [µs],Threshold [%],Modeled Arrival Rate [jobs/s],Measured Arrival Rate [jobs/s],Measured Mean Service Time [ms],Measured Mean Service Rate [jobs/s],Modeled MRT (k/λ) [ms],Modeled MRT (W+S) [ms],Measured MRT [ms],Measured Mean Interarrival Time [ms],Modeled Utilization [%],Modeled Busy Probability (1-π₀),Measured Utilization [%],Highest State,Measured Mean CPU Time [ms],Measured Mean CORE Frequency [KHz],Modeled CORE Power [W],Measured CORE Power [W]
100,60000,85,8.9,8.83,108.08,9.25,920.99,904.31,920.99,0.11,95.41,95.51,94.96,39,108.06,2383779,2.13,None
100,60000,85,8.9,8.9,107.93,9.27,1456.27,1457.95,1456.29,0.11,96.05,95.87,95.3,50,107.91,2383624,2.13,None
100,60000,85,8.9,8.87,108.1,9.25,1059.85,1045.9,1059.86,0.11,95.86,95.63,95.43,43,108.08,2384816,2.14,None
10,60000,85,8.9,8.89,108.17,9.24,1663.85,1671.78,1663.85,0.11,96.15,96.29,95.7,56,108.16,2385203,2.14,None
10,60000,90,0.89,0.88,120.35,8.31,127.27,113.53,127.28,1.13,10.61,9.07,10.68,2,120.33,1925773,1.28,None
10,60000,90,0.89,0.9,120.54,8.3,131.18,179.68,131.35,1.11,10.83,15.21,10.91,2,120.51,1937496,1.29,None
10,60000,90,0.89,0.89,121.03,8.26,127.69,117.39,127.86,1.11,10.79,10.09,10.87,2,121,2013942,1.35,None
10,60000,90,0.89,0.84,121.18,8.25,128.15,120.94,128.33,1.19,10.16,9.54,10.25,2,121.15,1953719,1.3,None
10,60000,90,0.89,0.9,120.05,8.33,126.67,105.33,126.85,1.11,10.78,9.28,10.86,2,120.03,1949662,1.3,None
10,60000,90,0.89,0.86,120.56,8.29,127.21,127.46,127.4,1.15,10.41,10.62,10.49,2,120.52,1937537,1.29,None
10,60000,90,0.89,1,119.12,8.39,127.03,114.48,127.2,1,11.85,10.89,11.94,2,119.1,1992821,1.34,None
10,60000,90,0.89,0.9,120.66,8.29,127.25,112.36,127.43,1.12,10.8,10.06,10.88,1,120.64,1950078,1.3,None
10,60000,90,0.89,0.87,120.19,8.32,126.04,90.28,126.22,1.15,10.46,7.47,10.55,2,120.16,1902695,1.26,None
20,60000,90,0.89,0.88,119.91,8.34,129.26,144.75,129.45,1.13,10.53,11.57,10.63,3,119.87,1930434,1.28,None
20,60000,90,1.78,1.78,114.89,8.7,129.73,122.83,129.82,0.56,20.45,19.62,20.51,3,114.87,2155571,1.52,None
20,60000,90,1.78,1.77,114.89,8.7,129.96,129.47,130.05,0.57,20.28,20.68,20.32,2,114.87,2127748,1.5,None
20,60000,90,1.78,1.82,114.63,8.72,130.18,129.82,130.27,0.55,20.86,20.79,20.9,2,114.61,2117427,1.49,None
20,60000,90,1.78,1.81,114.68,8.72,128.04,110.5,128.12,0.55,20.7,18.01,20.76,2,114.67,2132763,1.5,None
20,60000,90,1.78,1.72,115.04,8.69,128.6,111.83,128.7,0.58,19.79,17.3,19.82,3,115.01,2141244,1.51,None
20,60000,90,1.78,1.83,114.95,8.7,131.83,140.59,131.92,0.55,21.04,22.63,21.08,3,114.93,2164621,1.53,None
20,60000,90,1.78,1.82,114.93,8.7,131.92,137.11,132,0.55,20.9,21.63,20.95,4,114.9,2159448,1.53,None
20,60000,90,1.78,1.77,115.3,8.67,129.35,127.89,129.44,0.57,20.37,20.24,20.41,3,115.28,2140438,1.51,None
20,60000,90,1.78,1.74,115.35,8.67,129.74,127.9,129.84,0.58,20.01,19.21,20.07,3,115.33,2157712,1.52,None
30,60000,90,1.78,1.7,115.58,8.65,128.81,118.8,128.9,0.59,19.65,17.84,19.7,3,115.55,2182130,1.54,None
30,60000,90,2.67,2.52,113.06,8.84,134.92,129.77,134.98,0.4,28.43,27.8,28.45,3,113.04,2214190,1.62,None
30,60000,90,2.67,2.6,112.65,8.88,137.12,135.43,137.18,0.38,29.31,28.51,29.33,4,112.63,2214780,1.62,None
30,60000,90,2.67,2.66,113.06,8.85,138.05,140.03,138.11,0.38,30.04,30.87,30.04,3,113.04,2235701,1.64,None
30,60000,90,2.67,2.72,112.78,8.87,139.16,142.87,139.22,0.37,30.69,30.86,30.71,3,112.76,2213762,1.63,None
30,60000,90,2.67,2.75,112.64,8.88,137.85,133.16,137.9,0.36,30.96,30.02,30.96,3,112.62,2248098,1.66,None
30,60000,90,2.67,2.65,112.84,8.86,136.26,132.5,136.32,0.38,29.92,29.1,29.94,4,112.82,2247522,1.65,None
30,60000,90,2.67,2.85,112.28,8.91,137.87,135.33,137.92,0.35,31.96,31.32,31.97,4,112.26,2237707,1.65,None
30,60000,90,2.67,2.69,112.78,8.87,137.88,140.33,137.95,0.37,30.36,30.77,30.36,4,112.75,2228424,1.64,None
30,60000,90,2.67,2.68,112.93,8.85,137.59,137.77,137.65,0.37,30.21,30.62,30.22,4,112.91,2225685,1.63,None
40,60000,90,2.67,2.72,112.55,8.89,136.54,134.08,136.61,0.37,30.56,30.08,30.57,4,112.53,2245730,1.65,None
40,60000,90,3.56,3.64,111.38,8.98,147.73,146.15,147.78,0.27,40.58,40.81,40.54,4,111.36,2294297,1.75,None
40,60000,90,3.56,3.49,111.76,8.95,147.48,145.73,147.52,0.29,38.98,38.94,38.96,4,111.74,2267906,1.72,None
40,60000,90,3.56,3.49,111.56,8.96,145.97,141.9,146.02,0.29,38.94,37.82,38.89,5,111.54,2275034,1.72,None
40,60000,90,3.56,3.63,111.42,8.98,151.75,156.71,151.8,0.28,40.45,41.53,40.42,6,111.4,2274231,1.73,None
40,60000,90,3.56,3.6,111.8,8.94,150.74,153.82,150.78,0.28,40.23,40.99,40.19,5,111.78,2270225,1.73,None
40,60000,90,3.56,3.54,111.25,8.99,148.91,152.55,148.96,0.28,39.38,39.48,39.36,4,111.23,2267005,1.72,None
40,60000,90,3.56,3.62,111.42,8.97,148.71,149.47,148.75,0.28,40.28,40.66,40.25,5,111.41,2276991,1.73,None
40,60000,90,3.56,3.5,111.53,8.97,149.46,153.07,149.51,0.29,39.02,39.28,39.01,5,111.5,2271930,1.72,None
40,60000,90,3.56,3.55,111.44,8.97,149.15,149.47,149.2,0.28,39.5,39.92,39.48,5,111.42,2286795,1.74,None
50,60000,90,3.56,3.52,111.54,8.97,145.67,142.18,145.71,0.28,39.3,38.84,39.27,4,111.53,2280172,1.73,None
50,60000,90,4.45,4.46,110.7,9.03,166.93,167.83,166.96,0.22,49.32,49.42,49.25,7,110.69,2301599,1.8,None
50,60000,90,4.45,4.55,110.3,9.07,170.19,174.17,170.23,0.22,50.21,51.34,50.13,8,110.29,2309768,1.82,None
50,60000,90,4.45,4.42,110.62,9.04,164.21,164.85,164.24,0.23,48.84,48.89,48.77,6,110.61,2293190,1.79,None
50,60000,90,4.45,4.57,110.28,9.07,160.78,154.34,160.82,0.22,50.4,49.6,50.32,5,110.26,2309117,1.82,None
50,60000,90,4.45,4.35,110.31,9.07,162.28,166.7,162.31,0.23,48.02,49.71,47.95,5,110.29,2307191,1.8,None
50,60000,90,4.45,4.44,110.6,9.04,162.06,158.94,162.1,0.22,49.11,48.24,49.04,5,110.59,2289892,1.79,None
50,60000,90,4.45,4.62,110.38,9.06,175.06,185.1,175.09,0.22,50.99,52.94,50.92,6,110.36,2309039,1.82,None
50,60000,90,4.45,4.42,110.6,9.04,160.56,156.96,160.59,0.23,48.87,48.34,48.81,6,110.58,2307531,1.81,None
50,60000,90,4.45,4.39,110.65,9.04,162.32,160.49,162.36,0.23,48.54,47.36,48.48,9,110.63,2306648,1.8,None
60,60000,90,4.45,4.37,110.51,9.05,163.03,163.91,163.07,0.23,48.31,48.13,48.25,7,110.49,2300774,1.8,None
60,60000,90,5.34,5.28,109.92,9.1,186.71,188.08,186.74,0.19,58.04,59.03,57.92,7,109.9,2328544,1.88,None
60,60000,90,5.34,5.37,109.78,9.11,191.44,194.89,191.46,0.19,58.95,60.38,58.84,7,109.77,2314642,1.87,None
60,60000,90,5.34,5.22,109.97,9.09,178.5,173.6,178.53,0.19,57.37,55.86,57.27,7,109.95,2324304,1.87,None
60,60000,90,5.34,5.39,111,9.01,192.54,193.06,192.55,0.19,59.77,59.91,59.65,7,110.99,2324832,1.88,None
60,60000,90,5.34,5.43,109.9,9.1,194.19,197.83,194.22,0.18,59.69,60.79,59.58,7,109.89,2322621,1.88,None
60,60000,90,5.34,5.35,110.86,9.02,186.45,184.84,186.48,0.19,59.25,60.12,59.14,7,110.84,2330439,1.88,None
60,60000,90,5.34,5.32,109.84,9.1,193.09,197.38,193.13,0.19,58.38,58.28,58.26,9,109.82,2326968,1.88,None
60,60000,90,5.34,5.27,109.79,9.11,183.78,182.21,183.81,0.19,57.82,56.77,57.74,8,109.77,2306240,1.85,None
60,60000,90,5.34,5.32,110.17,9.08,187.8,187.97,187.8,0.19,58.57,58.56,58.45,9,110.15,2324175,1.87,None
70,60000,90,5.34,5.23,109.65,9.12,186.61,188.89,186.65,0.19,57.38,57.79,57.28,8,109.63,2331528,1.88,None
70,60000,90,6.23,6.33,109.23,9.16,222.21,216.87,222.24,0.16,69.16,68.16,69,9,109.21,2342418,1.95,None
70,60000,90,6.23,6.12,109.17,9.16,216.59,215.7,216.61,0.16,66.78,66.62,66.63,9,109.15,2341154,1.94,None
70,60000,90,6.23,6.29,109.12,9.16,216.94,211.61,216.96,0.16,68.6,68.93,68.45,7,109.1,2336628,1.94,None
70,60000,90,6.23,6.41,109.33,9.15,242.05,244.71,242.07,0.16,70.1,70.38,69.92,9,109.31,2346809,1.96,None
70,60000,90,6.23,6.32,109.43,9.14,228.94,228.13,228.96,0.16,69.12,68.46,68.95,11,109.4,2350997,1.96,None
70,60000,90,6.23,6.13,109.28,9.15,236.98,246.12,237.01,0.16,66.99,67.7,66.83,12,109.26,2343773,1.94,None
70,60000,90,6.23,6.21,109.38,9.14,218.99,217.24,219.01,0.16,67.87,68.51,67.71,8,109.36,2341959,1.94,None
70,60000,90,6.23,6.33,109.23,9.16,220.54,214.97,220.57,0.16,69.16,68.83,69,9,109.21,2348146,1.95,None
70,60000,90,6.23,6.38,109.38,9.14,226.68,222.96,226.7,0.16,69.82,69.09,69.66,9,109.36,2343019,1.95,None
80,60000,90,6.23,6.13,109.42,9.14,229.18,234.71,229.21,0.16,67.04,68.7,66.89,12,109.4,2342148,1.94,None
80,60000,90,7.12,7.24,108.73,9.2,304.53,303.33,304.56,0.14,78.72,78.78,78.52,12,108.72,2357135,2.02,None
80,60000,90,7.12,7.09,108.89,9.18,298.84,299.99,298.86,0.14,77.24,77.9,77.03,14,108.87,2362558,2.01,None
80,60000,90,7.12,7.05,108.91,9.18,295.47,299.05,295.49,0.14,76.78,77.33,76.6,12,108.89,2358186,2.01,None
80,60000,90,7.12,7.11,108.86,9.19,310.76,315.6,310.78,0.14,77.38,77.81,77.19,16,108.84,2361643,2.01,None
80,60000,90,7.12,7.19,108.73,9.2,344.55,357.4,344.57,0.14,78.16,78.79,77.95,19,108.71,2365121,2.02,None
80,60000,90,7.12,6.97,108.95,9.18,298.43,304.49,298.46,0.14,75.94,76.15,75.75,12,108.93,2355664,2,None
80,60000,90,7.12,7.14,108.79,9.19,294.05,293.34,294.07,0.14,77.71,78.1,77.52,16,108.77,2354264,2.01,None
80,60000,90,7.12,7.34,108.76,9.19,312.97,310.24,312.99,0.14,79.83,79.83,79.62,12,108.74,2362727,2.03,None
80,60000,90,7.12,7.3,108.69,9.2,327.58,330.67,327.6,0.14,79.38,79.52,79.17,16,108.67,2365785,2.03,None
90,60000,90,7.12,6.91,108.81,9.19,250.38,241.52,250.4,0.14,75.15,73.68,74.96,10,108.79,2359736,2,None
90,60000,90,8.01,8.07,108.43,9.22,481.83,480.71,481.85,0.12,87.52,87.68,87.27,21,108.41,2374361,2.08,None
90,60000,90,8.01,7.96,108.28,9.24,414.54,409.7,414.55,0.13,86.21,85.97,85.97,18,108.26,2374888,2.07,None
90,60000,90,8.01,7.83,108.51,9.22,397.11,394.94,397.13,0.13,84.91,85.14,84.67,16,108.49,2367303,2.06,None
90,60000,90,8.01,7.91,108.52,9.21,404.11,397.45,404.13,0.13,85.81,84.58,85.43,21,108.5,2376491,2.07,None
90,60000,90,8.01,7.86,108.48,9.22,409.22,406.42,409.24,0.13,85.3,85.17,85.07,16,108.46,2373360,2.07,None
90,60000,90,8.01,8.18,108.37,9.23,491.68,487.65,491.7,0.12,88.59,88.59,88.35,22,108.35,2378150,2.09,None
90,60000,90,8.01,8.01,108.59,9.21,449.88,447.02,449.9,0.12,87.02,87.43,86.77,18,108.57,2372578,2.08,None
90,60000,90,8.01,7.8,108.65,9.2,391.5,388.99,391.52,0.13,84.69,85.02,84.47,16,108.63,2369809,2.06,None
90,60000,90,8.01,8.28,108.17,9.24,582.2,583.63,582.21,0.12,89.57,90.08,89.31,21,108.15,2375751,2.09,None
100,60000,90,8.01,7.8,108.45,9.22,394.61,391.88,394.63,0.13,84.63,84.23,84.4,17,108.43,2374116,2.06,None
100,60000,90,8.9,8.93,108.14,9.25,1474.59,1466.52,1474.61,0.11,96.57,96.46,96.12,50,108.12,2386346,2.14,None
100,60000,90,8.9,9.02,108.35,9.23,1737.86,1720.36,1737.87,0.11,97.72,97.4,97.27,57,108.33,2385467,2.15,None
100,60000,90,8.9,8.8,108.2,9.24,933.25,921.25,933.27,0.11,95.18,94.89,94.9,30,108.18,2383828,2.13,None
100,60000,90,8.9,8.78,108.17,9.25,1510.42,1531.98,1510.44,0.11,94.95,95.81,94.67,50,108.14,2380453,2.13,None
100,60000,90,8.9,8.74,108.2,9.24,982.3,977.05,982.32,0.11,94.6,94.37,94.33,29,108.18,2384481,2.13,None
100,60000,90,8.9,8.72,108.3,9.23,822.14,809.28,822.16,0.11,94.47,94.49,94.04,23,108.28,2379307,2.12,None
100,60000,90,8.9,8.86,108.19,9.24,1133.9,1123.97,1133.91,0.11,95.89,96.32,95.45,41,108.16,2384855,2.14,None
100,60000,90,8.9,9,108.14,9.25,1836.35,1829.32,1836.37,0.11,97.36,97.36,96.91,56,108.12,2387342,2.15,None
100,60000,90,8.9,9.03,108.13,9.25,1865.44,1853.18,1865.46,0.11,97.58,97.42,96.96,54,108.11,2386493,2.15,None
10,60000,90,8.9,8.78,108.29,9.23,909.97,897.29,909.99,0.11,95.04,94.83,94.76,32,108.27,2385013,2.13,None
10,60000,95,0.89,0.96,119.45,8.37,128.7,132.94,128.86,1.04,11.43,12.02,11.5,2,119.42,1956600,1.31,None
10,60000,95,0.89,0.84,120.44,8.3,127.33,126.69,127.52,1.2,10.06,9.98,10.14,2,120.41,1911663,1.26,None
10,60000,95,0.89,0.91,120.29,8.31,130.47,148.39,130.65,1.09,10.97,12.61,11.05,2,120.27,1971639,1.32,None
10,60000,95,0.89,0.91,120.39,8.31,128,139.86,128.18,1.09,11,12.04,11.08,2,120.37,1967413,1.31,None
10,60000,95,0.89,0.91,120.67,8.29,130.81,152.62,130.99,1.1,10.92,12.52,11,3,120.64,1955785,1.3,None
10,60000,95,0.89,0.9,119.97,8.34,128.95,147.06,129.13,1.11,10.84,12.92,10.92,2,119.94,1942917,1.29,None
10,60000,95,0.89,0.9,120.29,8.31,126.85,107.79,127.01,1.11,10.79,9.29,10.87,2,120.26,1966904,1.31,None
10,60000,95,0.89,0.91,120.36,8.31,129.31,140.28,129.32,1.1,10.89,11.59,10.96,3,120.33,1987569,1.33,None
10,60000,95,0.89,0.89,120.37,8.31,126.11,108.12,126.28,1.13,10.67,9.59,10.75,1,120.32,1970590,1.32,None
20,60000,95,0.89,0.84,121.4,8.24,128.86,130.43,129.05,1.19,10.18,10.34,10.26,2,121.37,1958016,1.3,None
20,60000,95,1.78,1.71,114.91,8.7,128.21,114,128.29,0.58,19.65,17.74,19.7,2,114.89,2111094,1.48,None
20,60000,95,1.78,1.8,114.7,8.72,130.33,131.96,130.42,0.55,20.66,21.09,20.71,3,114.68,2139927,1.51,None
20,60000,95,1.78,1.81,115.04,8.69,131.43,133.55,131.52,0.55,20.84,21.34,20.88,3,115.02,2130756,1.5,None
20,60000,95,1.78,1.78,114.65,8.72,130.36,132.31,130.44,0.56,20.43,21.61,20.48,3,114.63,2137233,1.51,None
20,60000,95,1.78,1.83,114.63,8.72,133.26,154.77,133.27,0.55,20.94,24.03,20.98,3,114.6,2129554,1.5,None
20,60000,95,1.78,1.8,114.81,8.71,130.69,129.1,130.77,0.56,20.65,20.44,20.69,3,114.79,2144805,1.51,None
20,60000,95,1.78,1.73,115.2,8.68,129.39,122.83,129.47,0.58,19.95,19.06,20,3,115.18,2135542,1.5,None
20,60000,95,1.78,1.74,115.3,8.67,131.08,132.94,131.17,0.57,20.06,19.88,20.12,3,115.28,2140583,1.51,None
20,60000,95,1.78,1.88,114.89,8.7,129.54,120.25,129.63,0.53,21.6,20.3,21.65,3,114.86,2179107,1.55,None
30,60000,95,1.78,1.66,115.63,8.65,128.78,121.7,128.88,0.6,19.14,18.43,19.18,3,115.6,2141751,1.5,None
30,60000,95,2.67,2.67,112.9,8.86,141.2,152.86,141.25,0.37,30.13,32.26,30.13,5,112.88,2218396,1.63,None
30,60000,95,2.67,2.75,112.31,8.9,134.84,128.48,134.9,0.36,30.89,30.55,30.88,3,112.29,2244311,1.65,None
30,60000,95,2.67,2.67,112.63,8.88,138.38,135.77,138.44,0.37,30.05,28.86,30.07,4,112.61,2236461,1.64,None
30,60000,95,2.67,2.56,112.76,8.87,136.15,139.14,136.22,0.39,28.81,29.68,28.81,4,112.74,2219807,1.62,None
30,60000,95,2.67,2.71,112.39,8.9,140.67,153.03,140.73,0.37,30.5,32.37,30.51,6,112.38,2241662,1.65,None
30,60000,95,2.67,2.59,112.68,8.87,134.27,125.42,134.33,0.39,29.15,28.06,29.17,3,112.66,2219066,1.62,None
30,60000,95,2.67,2.7,112.43,8.89,137.57,137.92,137.64,0.37,30.38,30.35,30.4,3,112.41,2229122,1.64,None
30,60000,95,2.67,2.76,112.66,8.88,137.5,135.71,137.56,0.36,31.11,31.74,31.13,3,112.65,2247159,1.66,None
30,60000,95,2.67,2.71,112.69,8.87,136.34,132.11,136.4,0.37,30.48,30.38,30.49,3,112.67,2235754,1.65,None
40,60000,95,2.67,2.74,112.53,8.89,138.34,138.59,138.4,0.37,30.78,30.77,30.78,5,112.51,2231727,1.64,None
40,60000,95,3.56,3.49,111.44,8.97,153.89,168.13,153.94,0.29,38.88,40.83,38.84,6,111.43,2253953,1.7,None
40,60000,95,3.56,3.55,111.36,8.98,151.12,156.6,151.16,0.28,39.51,39.97,39.48,5,111.33,2249768,1.7,None
40,60000,95,3.56,3.41,111.5,8.97,147.99,157.59,148.04,0.29,38.02,41.03,38.01,5,111.49,2246798,1.69,None
40,60000,95,3.56,3.66,111.28,8.99,150.11,151.9,150.15,0.27,40.75,41.15,40.71,4,111.27,2275959,1.74,None
40,60000,95,3.56,3.61,111.14,9,149.81,150.96,149.86,0.28,40.14,39.48,40.11,8,111.11,2267068,1.72,None
40,60000,95,3.56,3.57,111.52,8.97,147.26,144.77,147.3,0.28,39.78,39.42,39.75,4,111.51,2267618,1.72,None
40,60000,95,3.56,3.67,111.61,8.96,152.96,158.37,152.97,0.27,40.94,42.7,40.89,5,111.59,2265577,1.73,None
40,60000,95,3.56,3.51,111.55,8.96,145.49,137.59,145.54,0.28,39.19,36.86,39.16,4,111.53,2269561,1.72,None
40,60000,95,3.56,3.65,111.22,8.99,147.46,145.29,147.5,0.27,40.63,40.51,40.61,5,111.2,2259738,1.72,None
50,60000,95,3.56,3.52,111.35,8.98,149.68,152.29,149.73,0.28,39.16,38.25,39.14,5,111.34,2281412,1.73,None
50,60000,95,4.45,4.33,110.77,9.03,164.66,166.73,164.7,0.23,47.98,47.9,47.92,6,110.75,2302441,1.8,None
50,60000,95,4.45,4.26,110.57,9.04,156.35,154.35,156.38,0.23,47.07,46.59,47.01,4,110.55,2304317,1.79,None
50,60000,95,4.45,4.39,110.71,9.03,158.71,152.67,158.75,0.23,48.64,47.12,48.56,5,110.69,2291118,1.79,None
50,60000,95,4.45,4.45,110.63,9.04,169.01,174.38,169.04,0.22,49.25,50.49,49.18,6,110.61,2290285,1.79,None
50,60000,95,4.45,4.52,110.41,9.06,163.19,161.16,163.23,0.22,49.92,50.28,49.84,5,110.39,2298761,1.8,None
50,60000,95,4.45,4.52,110.55,9.05,163.9,161.64,163.93,0.22,49.91,49.45,49.82,6,110.53,2295451,1.8,None
50,60000,95,4.45,4.42,110.45,9.05,159.68,154.08,159.71,0.23,48.84,48.04,48.77,5,110.43,2295182,1.8,None
50,60000,95,4.45,4.39,110.52,9.05,163.86,166.57,163.9,0.23,48.55,49.18,48.48,6,110.5,2303266,1.8,None
50,60000,95,4.45,4.4,110.61,9.04,162.08,161.02,162.11,0.23,48.65,48.2,48.59,5,110.6,2298676,1.8,None
60,60000,95,4.45,4.56,110.19,9.08,160.33,153.28,160.36,0.22,50.23,49.54,50.16,5,110.17,2315316,1.82,None
60,60000,95,5.34,5.24,109.73,9.11,183.46,182.98,183.49,0.19,57.5,57.14,57.39,8,109.72,2326542,1.87,None
60,60000,95,5.34,5.44,109.77,9.11,189.74,188.18,189.76,0.18,59.75,59.72,59.63,10,109.76,2312171,1.87,None
60,60000,95,5.34,5.4,109.76,9.11,191.76,194.96,191.78,0.19,59.27,60.73,59.15,8,109.74,2324979,1.88,None
60,60000,95,5.34,5.44,109.71,9.12,187.47,186.08,187.5,0.18,59.64,60.18,59.53,7,109.69,2328947,1.89,None
60,60000,95,5.34,5.22,109.68,9.12,181.82,180.91,181.85,0.19,57.2,57.94,57.09,7,109.66,2317610,1.86,None
60,60000,95,5.34,5.35,109.91,9.1,184.16,180.27,184.19,0.19,58.77,58.17,58.66,8,109.9,2337210,1.89,None
60,60000,95,5.34,5.38,109.95,9.1,187.31,187,187.33,0.19,59.17,59.04,59.06,8,109.93,2331759,1.89,None
60,60000,95,5.34,5.21,110.15,9.08,187.75,189.14,187.77,0.19,57.35,55.97,57.24,12,110.13,2333603,1.88,None
60,60000,95,5.34,5.28,109.69,9.12,188.25,190.05,188.29,0.19,57.95,58.74,57.84,7,109.67,2317188,1.86,None
70,60000,95,5.34,5.35,109.88,9.1,176.47,167.29,176.49,0.19,58.79,57.23,58.66,8,109.87,2322299,1.87,None
70,60000,95,6.23,6.11,109.44,9.14,219.92,220.46,219.95,0.16,66.91,66.17,66.77,8,109.43,2335598,1.93,None
70,60000,95,6.23,6.1,109.46,9.14,213.3,209.62,213.33,0.16,66.81,66.74,66.66,9,109.45,2340268,1.93,None
70,60000,95,6.23,6.22,109.24,9.15,223.22,223.24,223.25,0.16,67.95,68.64,67.79,8,109.22,2349374,1.95,None
70,60000,95,6.23,5.88,109.76,9.11,212.28,214.58,212.28,0.17,64.56,65.12,64.4,9,109.75,2326032,1.91,None
70,60000,95,6.23,6.3,109.23,9.16,218.48,212.57,218.51,0.16,68.8,68.6,68.63,11,109.21,2348962,1.95,None
70,60000,95,6.23,6.22,109.17,9.16,219.62,217.52,219.65,0.16,67.87,67.95,67.71,9,109.16,2344218,1.94,None
70,60000,95,6.23,6.34,109.31,9.15,227.04,225.26,227.07,0.16,69.32,69.93,69.16,9,109.29,2349949,1.96,None
70,60000,95,6.23,6.23,109.23,9.16,215.32,210.45,215.34,0.16,68,67.99,67.84,10,109.21,2344223,1.94,None
70,60000,95,6.23,6.3,109.35,9.14,235.55,238.98,235.58,0.16,68.84,68.65,68.68,10,109.33,2342143,1.95,None
80,60000,95,6.23,5.99,109.59,9.13,212.09,211.04,212.09,0.17,65.68,65.73,65.54,8,109.57,2330435,1.92,None
80,60000,95,7.12,7.31,108.65,9.2,311.84,310.39,311.86,0.14,79.42,79.26,79.21,12,108.63,2362861,2.03,None
80,60000,95,7.12,7.14,108.9,9.18,285.35,281.89,285.37,0.14,77.75,77.95,77.56,12,108.88,2353569,2.01,None
80,60000,95,7.12,7.28,108.88,9.18,301.4,297.75,301.4,0.14,79.25,79.16,79.03,11,108.87,2365025,2.03,None
80,60000,95,7.12,7.17,108.83,9.19,299.8,299.57,299.82,0.14,78.02,79.26,77.81,11,108.82,2354121,2.01,None
80,60000,95,7.12,7.02,108.93,9.18,276.42,275.36,276.45,0.14,76.45,77.21,76.26,11,108.91,2356488,2,None
80,60000,95,7.12,7.16,108.76,9.19,310.37,313.87,310.39,0.14,77.89,78.55,77.69,11,108.75,2367267,2.02,None
80,60000,95,7.12,7.1,108.84,9.19,297.12,298.94,297.15,0.14,77.22,76.96,77.02,15,108.82,2355233,2.01,None
80,60000,95,7.12,7.27,108.99,9.18,289.29,282.79,289.32,0.14,79.27,79.32,79.06,9,108.97,2365747,2.03,None
80,60000,95,7.12,7.07,109,9.17,276.3,271.71,276.32,0.14,77.05,76.46,76.72,13,108.98,2350712,2,None
90,60000,95,7.12,7.03,108.81,9.19,274.92,271.25,274.92,0.14,76.48,75.98,76.28,13,108.8,2350782,2,None
90,60000,95,8.01,7.99,108.5,9.22,439.04,434.13,439.04,0.13,86.69,86.15,86.43,20,108.48,2369173,2.07,None
90,60000,95,8.01,8.06,108.51,9.22,471.08,469.38,471.1,0.12,87.43,86.81,87.17,24,108.5,2374447,2.08,None
90,60000,95,8.01,8,108.45,9.22,477.18,480.27,477.2,0.13,86.71,86.19,86.46,22,108.43,2372840,2.07,None
90,60000,95,8.01,8.05,108.43,9.22,416.38,406.81,416.4,0.12,87.31,87.14,87.07,18,108.41,2369158,2.07,None
90,60000,95,8.01,7.95,108.56,9.21,487.95,495.46,487.97,0.13,86.27,86.9,85.88,21,108.54,2368430,2.07,None
90,60000,95,8.01,8.1,108.6,9.21,479.5,475.87,479.52,0.12,87.91,87.51,87.67,23,108.58,2373409,2.08,None
90,60000,95,8.01,7.87,108.66,9.2,440.74,442.29,440.76,0.13,85.48,85.07,85.25,19,108.65,2364635,2.06,None
90,60000,95,8.01,7.75,108.45,9.22,371.88,367.4,371.9,0.13,84.05,83.05,83.81,22,108.43,2372166,2.06,None
90,60000,95,8.01,7.98,108.46,9.22,533.36,547.07,533.38,0.13,86.51,86.74,86.28,36,108.44,2369949,2.07,None
100,60000,95,8.01,8,108.31,9.23,453.03,452.6,453.05,0.12,86.65,86.47,86.25,21,108.29,2372224,2.07,None
100,60000,95,8.9,9.03,108.18,9.24,1654.21,1636.33,1654.22,0.11,97.63,97.07,96.85,46,108.17,2385222,2.14,None
100,60000,95,8.9,8.83,108.36,9.23,1118.15,1111.08,1118.17,0.11,95.65,95.7,95.04,42,108.34,2380332,2.13,None
100,60000,95,8.9,8.67,108.12,9.25,906.02,906.43,906.04,0.12,93.7,94.14,93.28,32,108.1,2382844,2.12,None
100,60000,95,8.9,9.06,108.05,9.25,1677.93,1655.33,1677.94,0.11,97.86,97.54,97.25,43,108.04,2383678,2.15,None
100,60000,95,8.9,8.93,108.28,9.24,1254.07,1239.77,1254.09,0.11,96.64,96.34,96.34,46,108.26,2386390,2.14,None
100,60000,95,8.9,8.81,108.25,9.24,1086.9,1079.95,1086.92,0.11,95.39,95.24,95.1,32,108.24,2382331,2.13,None
100,60000,95,8.9,9.1,108.04,9.26,1703.58,1675.26,1703.59,0.11,98.32,98.36,97.7,59,108.03,2386906,2.15,None
100,60000,95,8.9,8.87,108.03,9.26,1341.67,1339.69,1341.69,0.11,95.8,95.99,95.2,44,108.01,2383595,2.13,None
100,60000,95,8.9,8.96,108.25,9.24,1693.18,1687.6,1693.2,0.11,96.98,97.01,96.53,48,108.23,2384051,2.14,None
10,60000,95,8.9,9.03,108.04,9.26,1393.44,1369.42,1393.45,0.11,97.58,97.31,96.95,45,108.02,2382795,2.14,None
10,70000,75,0.89,0.9,120,8.33,130.11,159.17,130.27,1.12,10.74,13.31,10.8,2,119.97,1958747,1.31,None
