CPU Utilization [%],Sampling Rate [µs],Threshold [%],Modeled Arrival Rate [jobs/s],Measured Arrival Rate [jobs/s],Measured Mean Service Time [ms],Measured Mean Service Rate [jobs/s],Modeled MRT (k/λ) [ms],Modeled MRT (W+S) [ms],Measured MRT [ms],Measured Mean Interarrival Time [ms],Modeled Utilization [%],Modeled Busy Probability (1-π₀),Measured Utilization [%],Highest State,Measured Mean CPU Time [ms],Measured Mean CORE Frequency [KHz],Modeled CORE Power [W],Measured CORE Power [W]
80,70000,75,6.88,6.84,121.06,8.26,447.81,440.41,440.41,0.15,82.78,83.09,82.49,15,121.01,2056550,2.11,4.98
80,70000,75,6.88,7.01,120.99,8.27,533.87,520.86,520.86,0.14,84.75,85.36,84.3,18,120.94,2060270,2.14,5.47
80,70000,75,6.88,6.83,121.27,8.25,437.61,433.51,433.51,0.15,82.77,82.91,82.47,20,121.22,2060630,2.11,5.28
80,70000,75,6.88,7.06,120.99,8.26,451.79,454.94,454.94,0.14,85.38,85.13,85.07,16,120.94,2064620,2.16,5.28
80,70000,75,6.88,6.7,121.01,8.26,360,363.32,363.32,0.15,81.02,81.83,80.73,13,120.96,2048670,2.07,5.21
80,70000,75,6.88,7,120.98,8.27,521.7,511.47,511.47,0.14,84.73,84.77,84.42,37,120.93,2060370,2.15,5.66
80,70000,75,6.88,7.1,121.17,8.25,550.57,542.05,542.05,0.14,85.99,86.57,85.53,26,121.12,2062370,2.17,5.13
80,70000,75,6.88,6.96,121.06,8.26,373.65,384.63,384.64,0.14,84.26,84.53,83.82,13,121.01,2059520,2.14,5.32
80,70000,75,6.88,6.86,121.07,8.26,426.89,424.79,424.79,0.15,83,83.03,82.7,17,121.02,2053310,2.11,5.13
80,70000,75,6.88,6.81,121.17,8.25,453.08,443.5,443.5,0.15,82.47,83.02,82.18,15,121.11,2054080,2.1,5.2
90,70000,75,7.74,7.78,120.82,8.28,1071.33,1070.66,1070.66,0.13,93.96,93.95,93.6,38,120.77,2070390,2.32,5.6
90,70000,75,7.74,7.73,121.12,8.26,890.09,898.39,898.39,0.13,93.56,92.64,93.05,30,121.07,2072670,2.31,5.94
90,70000,75,7.74,7.71,121.09,8.26,1055.34,1048.67,1048.67,0.13,93.3,93.59,92.95,33,121.04,2074050,2.31,5.47
90,70000,75,7.74,7.69,120.91,8.27,883.74,886.47,886.47,0.13,93,93.18,92.49,25,120.86,2072240,2.3,6
90,70000,75,7.74,7.83,120.92,8.27,836.16,855.6,855.6,0.13,94.66,94.68,94.29,23,120.87,2073210,2.34,5.84
90,70000,75,7.74,7.8,120.94,8.27,833.75,851.5,851.51,0.13,94.32,94.38,93.95,25,120.89,2072730,2.33,6.01
90,70000,75,7.74,7.93,121,8.26,977.34,1000.31,1000.31,0.13,95.89,95.04,95.04,28,120.95,2076440,2.35,5.75
90,70000,75,7.74,7.73,121.07,8.26,1197.05,1184.86,1184.86,0.13,93.59,93.58,93.07,37,121.02,2074060,2.31,5.78
90,70000,75,7.74,7.93,121.1,8.26,1305.44,1318.16,1318.16,0.13,96.01,95.33,95.32,38,121.05,2079510,2.36,5.56
90,70000,75,7.74,7.78,120.91,8.27,1052.31,1054.33,1054.33,0.13,94.11,94.44,93.44,35,120.86,2077730,2.32,5.63
100,70000,75,8.1,8.01,120.84,8.28,1638.62,1648.14,1648.14,0.12,96.79,96.57,96.22,48,120.79,2076470,2.37,5.63
100,70000,75,8.1,8.23,120.92,8.27,3117.96,3162.9,3162.9,0.12,99.56,98.02,97.68,89,120.87,2080930,2.4,5.67
100,70000,75,8.1,8,120.92,8.27,1806.6,1809.92,1809.93,0.13,96.67,96,95.32,55,120.87,2077060,2.36,5.46
100,70000,75,8.1,8.06,120.86,8.27,1605.47,1627.16,1627.16,0.12,97.44,97.29,96.71,49,120.81,2076750,2.38,5.87
100,70000,75,8.1,8.17,120.92,8.27,1980.41,2017.72,2017.72,0.12,98.77,98.37,97.87,45,120.86,2080310,2.41,5.81
100,70000,75,8.1,8.17,120.96,8.27,2037.14,2075.84,2075.84,0.12,98.77,98.12,97.87,55,120.91,2082490,2.41,5.58
100,70000,75,8.1,8.23,120.96,8.27,2517.13,2569.51,2569.51,0.12,99.55,98.38,98.16,64,120.91,2081120,2.41,5.96
100,70000,75,8.1,7.98,120.85,8.27,1494.17,1504.36,1504.37,0.13,96.46,96.07,95.9,44,120.8,2077280,2.37,5.67
100,70000,75,8.1,7.94,120.98,8.27,1120.43,1136.86,1136.87,0.13,96.02,95.36,94.84,42,120.93,2072650,2.35,5.73
100,70000,75,8.1,8,120.85,8.27,1183.95,1207.41,1207.41,0.12,96.7,96.19,96.14,43,120.8,2076260,2.37,5.58
10,70000,80,0.86,0.91,121.91,8.2,130.22,130.42,130.44,1.09,11.11,11.14,11.16,2,121.87,1649000,0.78,1.7
10,70000,80,0.86,0.88,121.96,8.2,132.66,129.84,129.86,1.14,10.67,10.66,10.72,2,121.91,1597330,0.77,1.56
10,70000,80,0.86,0.82,122.18,8.18,106.91,128.67,128.69,1.22,10,8.55,10.05,2,122.12,1606960,0.76,1.59
10,70000,80,0.86,0.85,122.47,8.16,109.6,128.98,129.01,1.18,10.35,9.06,10.39,2,122.42,1574310,0.76,1.76
10,70000,80,0.86,0.85,121.98,8.2,102.9,127.91,127.93,1.17,10.41,8.78,10.46,1,121.93,1562290,0.76,1.5
10,70000,80,0.86,0.91,122.05,8.19,134.18,130.37,130.39,1.1,11.05,11.78,11.09,2,122,1641110,0.78,1.52
10,70000,80,0.86,0.83,122.66,8.15,141.31,131,131.03,1.21,10.14,10.88,10.19,2,122.62,1586410,0.76,1.65
10,70000,80,0.86,0.91,122.39,8.17,119.07,129.69,129.71,1.1,11.12,10.63,11.17,2,122.34,1685010,0.78,1.53
10,70000,80,0.86,0.86,122.47,8.17,119.78,128.89,128.92,1.16,10.51,9.89,10.56,2,122.43,1614230,0.76,1.53
10,70000,80,0.86,0.87,122.72,8.15,155,132.04,132.06,1.14,10.72,12.39,10.77,2,122.66,1636410,0.77,1.64
20,70000,80,1.72,1.83,121.98,8.2,123.59,137.96,137.97,0.55,22.3,20.41,22.3,3,121.92,1855390,0.98,2.26
20,70000,80,1.72,1.73,121.91,8.2,126.24,137.8,137.81,0.58,21.03,19.94,21.03,3,121.85,1857770,0.96,2.09
20,70000,80,1.72,1.78,121.87,8.21,138.27,139.82,139.83,0.56,21.65,21.57,21.66,3,121.82,1845200,0.97,2.38
20,70000,80,1.72,1.73,121.48,8.23,161.11,142.44,142.46,0.58,21.04,23.38,21.04,4,121.42,1826230,0.96,2.13
20,70000,80,1.72,1.79,121.93,8.2,144.81,139.35,139.37,0.56,21.8,23.38,21.81,3,121.88,1861410,0.98,2.37
20,70000,80,1.72,1.74,122.47,8.17,144.98,140.05,140.06,0.57,21.33,22.09,21.34,3,122.42,1823080,0.96,2.09
20,70000,80,1.72,1.79,122.17,8.18,150.8,141.72,141.73,0.56,21.85,22.96,21.86,3,122.12,1839360,0.97,1.95
20,70000,80,1.72,1.68,122.11,8.19,135.48,138.6,138.61,0.59,20.54,20.51,20.55,3,122.06,1811890,0.95,1.96
20,70000,80,1.72,1.78,122.12,8.19,148.53,142.06,142.08,0.56,21.74,21.1,21.74,4,122.07,1864870,0.98,2.1
20,70000,80,1.72,1.72,122.19,8.18,137.99,139.55,139.56,0.58,21.06,20.3,21.07,3,122.14,1842320,0.96,2.01
30,70000,80,2.58,2.6,122.08,8.19,147.88,149.99,150,0.38,31.74,32.49,31.7,3,122.03,1921200,1.15,2.49
30,70000,80,2.58,2.39,121.64,8.22,147.47,147.39,147.4,0.42,29.11,28.89,29.09,4,121.59,1876650,1.1,2.26
30,70000,80,2.58,2.57,121.77,8.21,164.05,152.93,152.94,0.39,31.27,33.96,31.24,3,121.72,1913490,1.14,2.62
30,70000,80,2.58,2.69,121.87,8.21,145.88,150.58,150.59,0.37,32.74,32.78,32.7,4,121.83,1927780,1.17,2.5
30,70000,80,2.58,2.57,121.63,8.22,158.38,151.97,151.98,0.39,31.3,32.83,31.26,4,121.58,1921090,1.15,2.48
30,70000,80,2.58,2.6,121.65,8.22,144.49,148.65,148.66,0.38,31.65,29.97,31.61,4,121.61,1927260,1.15,2.45
30,70000,80,2.58,2.51,121.65,8.22,156.98,151.42,151.43,0.4,30.49,32.37,30.46,3,121.6,1918950,1.13,2.39
30,70000,80,2.58,2.61,121.95,8.2,150.31,149.53,149.54,0.38,31.79,32.85,31.75,3,121.89,1906040,1.15,2.45
30,70000,80,2.58,2.64,121.55,8.23,145.93,149.44,149.45,0.38,32.13,31.89,32.09,4,121.5,1920890,1.16,2.62
30,70000,80,2.58,2.57,121.69,8.22,168.47,155.1,155.1,0.39,31.25,33.34,31.22,4,121.64,1918220,1.15,2.66
40,70000,80,3.44,3.6,121.74,8.21,158.71,165.46,165.47,0.28,43.76,43.06,43.67,4,121.68,1970570,1.38,3.44
40,70000,80,3.44,3.43,121.87,8.21,163.05,165.03,165.04,0.29,41.76,41.96,41.68,4,121.83,1951530,1.33,3.37
40,70000,80,3.44,3.61,121.82,8.21,160.27,166.9,166.91,0.28,43.98,42.58,43.89,5,121.77,1979690,1.38,3.35
40,70000,80,3.44,3.47,121.73,8.21,174.8,171.37,171.37,0.29,42.18,42.2,42.1,7,121.69,1960070,1.34,3.39
40,70000,80,3.44,3.49,121.52,8.23,178.66,170.1,170.11,0.29,42.41,44.93,42.32,5,121.47,1968320,1.35,3.05
40,70000,80,3.44,3.6,121.56,8.23,168.9,168.73,168.74,0.28,43.7,43.66,43.61,6,121.5,1980490,1.38,3.25
40,70000,80,3.44,3.48,121.93,8.2,159.16,164.21,164.22,0.29,42.47,41.33,42.39,5,121.88,1973050,1.35,3.17
40,70000,80,3.44,3.38,121.78,8.21,159.71,163.72,163.72,0.3,41.16,39.54,41.08,6,121.73,1940550,1.32,2.93
40,70000,80,3.44,3.45,121.85,8.21,156.37,162.72,162.73,0.29,42.04,41.85,41.96,4,121.8,1948310,1.34,2.97
40,70000,80,3.44,3.47,121.74,8.21,173.87,168.74,168.75,0.29,42.2,43.69,42.12,4,121.69,1958160,1.34,3.35
50,70000,80,4.3,4.35,121.45,8.23,190.01,190.21,190.21,0.23,52.87,54.01,52.74,5,121.4,1993440,1.54,3.78
50,70000,80,4.3,4.29,121.41,8.24,174.25,181.35,181.35,0.23,52.08,51.02,51.95,6,121.36,1998800,1.53,3.57
50,70000,80,4.3,4.4,121.54,8.23,185.27,190.23,190.23,0.23,53.48,53.06,53.34,7,121.49,1989980,1.55,3.39
50,70000,80,4.3,4.33,121.83,8.21,176.11,183.67,183.68,0.23,52.71,51.17,52.58,7,121.78,1995940,1.54,3.63
50,70000,80,4.3,4.39,121.31,8.24,190.19,191.19,191.19,0.23,53.29,52.23,53.15,6,121.25,1995190,1.55,3.43
50,70000,80,4.3,4.23,121.45,8.23,190.28,187.68,187.69,0.24,51.33,51.96,51.21,6,121.4,1995960,1.52,3.28
50,70000,80,4.3,4.49,121.64,8.22,173.62,184.32,184.33,0.22,54.61,52.2,54.48,5,121.58,1992490,1.57,3.81
50,70000,80,4.3,4.34,121.39,8.24,185.63,187.42,187.42,0.23,52.73,52.77,52.59,7,121.34,1999500,1.54,3.8
50,70000,80,4.3,4.39,121.7,8.22,190.02,190.4,190.4,0.23,53.4,53.24,53.26,6,121.64,1989260,1.55,3.6
50,70000,80,4.3,4.22,121.46,8.23,187.99,187.01,187.01,0.24,51.24,50.8,51.11,7,121.41,1995530,1.52,3.83
60,70000,80,5.16,5.14,121.5,8.23,219.99,222.27,222.27,0.19,62.43,61.96,62.15,7,121.46,2019040,1.72,4.22
60,70000,80,5.16,5.26,121.49,8.23,233.75,233.02,233.03,0.19,63.91,63.3,63.72,8,121.44,2022000,1.75,4.02
60,70000,80,5.16,5.13,121.56,8.23,196.17,207.1,207.11,0.19,62.32,60.23,62.14,8,121.51,2020200,1.72,4.29
60,70000,80,5.16,5.19,121.13,8.26,215.01,218.88,218.88,0.19,62.87,62.56,62.57,8,121.08,2026750,1.73,4.08
60,70000,80,5.16,5.14,121.45,8.23,224.38,223.61,223.62,0.19,62.46,62.56,62.28,9,121.39,2016380,1.72,4.18
60,70000,80,5.16,5.07,121.19,8.25,216.85,216.12,216.12,0.2,61.44,61.48,61.26,10,121.13,2007660,1.7,3.96
60,70000,80,5.16,5.09,127.84,7.82,247.73,247.35,247.35,0.2,65.01,65.64,64.81,9,127.79,2014980,1.77,4.06
60,70000,80,5.16,5.11,121.47,8.23,213.86,218.07,218.07,0.2,62.11,61.28,61.93,9,121.42,2001660,1.71,4.19
60,70000,80,5.16,5.21,121.55,8.23,225.92,226.89,226.89,0.19,63.27,62.72,63.08,9,121.5,2010710,1.73,4.02
60,70000,80,5.16,5.06,121.41,8.24,197.11,205.53,205.53,0.2,61.39,60.87,61.22,7,121.35,2001580,1.7,4.03
70,70000,80,6.02,6.15,121.21,8.25,308.17,306.45,306.46,0.16,74.49,74.22,74.24,16,121.16,2033260,1.95,5.03
70,70000,80,6.02,5.92,121.42,8.24,250.34,258.31,258.32,0.17,71.84,71.37,71.61,9,121.36,2033010,1.9,4.48
70,70000,80,6.02,6.16,121.22,8.25,266.7,276.29,276.29,0.16,74.71,73.31,74.46,10,121.17,2042870,1.96,4.81
70,70000,80,6.02,5.89,121.31,8.24,286.4,282.58,282.58,0.17,71.49,72.68,71.14,15,121.26,2025550,1.89,4.66
70,70000,80,6.02,6.09,121.29,8.24,275.69,280.79,280.79,0.16,73.91,73.77,73.66,11,121.24,2035820,1.94,4.67
70,70000,80,6.02,5.99,121.27,8.25,266.34,270.67,270.67,0.17,72.68,72.6,72.45,10,121.22,2035230,1.91,4.69
70,70000,80,6.02,6,121.29,8.24,288.32,287.04,287.04,0.17,72.82,72.76,72.58,11,121.24,2034480,1.92,4.37
70,70000,80,6.02,5.81,121.25,8.25,253.22,258.25,258.25,0.17,70.43,70.16,70.21,9,121.2,2025710,1.87,4.59
70,70000,80,6.02,6.16,121.38,8.24,274.38,281.75,281.75,0.16,74.73,73.89,74.36,11,121.33,2037510,1.95,4.85
70,70000,80,6.02,6.13,121.12,8.26,292.41,292.77,292.77,0.16,74.21,74.66,73.96,10,121.07,2032790,1.94,4.35
80,70000,80,6.88,6.75,120.92,8.27,384.74,385.1,385.1,0.15,81.66,81.96,81.37,14,120.87,2054320,2.09,5.27
80,70000,80,6.88,7.01,120.96,8.27,467.73,466.12,466.12,0.14,84.73,84.92,84.29,19,120.9,2057780,2.14,5.32
80,70000,80,6.88,6.82,121.26,8.25,412.12,410.94,410.94,0.15,82.66,83.18,82.36,20,121.2,2055250,2.11,4.83
80,70000,80,6.88,6.59,121.12,8.26,357.66,358.99,358.99,0.15,79.84,79.9,79.56,14,121.07,2049260,2.05,4.87
80,70000,80,6.88,6.9,120.92,8.27,422.55,422.2,422.21,0.14,83.44,84.81,83.14,17,120.87,2049650,2.12,5.28
80,70000,80,6.88,6.92,121.11,8.26,399.08,405.19,405.19,0.14,83.77,82.93,83.33,17,121.06,2057360,2.13,5.29
80,70000,80,6.88,6.87,120.94,8.27,340.71,354.15,354.15,0.15,83.11,83.15,82.81,11,120.89,2057220,2.12,5.11
80,70000,80,6.88,6.69,121.14,8.26,393.62,390.72,390.72,0.15,81,82.08,80.58,16,121.09,2047350,2.07,5.41
80,70000,80,6.88,6.79,121.28,8.25,412.17,409.81,409.82,0.15,82.33,82.84,82.04,18,121.23,2049170,2.1,4.89
80,70000,80,6.88,6.94,121.11,8.26,367.45,379.3,379.3,0.14,83.99,83.08,83.69,14,121.06,2060660,2.13,5.09
90,70000,80,7.74,7.95,120.69,8.29,969.66,992.84,992.84,0.13,95.89,95.47,95.52,41,120.64,2076530,2.36,5.93
90,70000,80,7.74,7.73,120.99,8.26,898.8,905.78,905.78,0.13,93.53,93.23,93.02,32,120.95,2073360,2.31,5.61
90,70000,80,7.74,7.85,121.06,8.26,1391.92,1384.32,1384.32,0.13,94.97,95.06,94.29,39,121.01,2076850,2.34,5.75
90,70000,80,7.74,7.68,120.91,8.27,853.94,857.8,857.8,0.13,92.88,92.78,92.37,25,120.86,2069240,2.3,5.29
90,70000,80,7.74,7.91,120.76,8.28,1145.5,1157.14,1157.14,0.13,95.5,95.39,94.82,44,120.71,2076150,2.35,5.93
90,70000,80,7.74,7.74,120.74,8.28,1008.68,1006.41,1006.41,0.13,93.43,93.17,92.93,32,120.69,2071680,2.31,5.54
90,70000,80,7.74,7.56,121.07,8.26,636.68,647.22,647.22,0.13,91.53,91.01,91.19,32,121.02,2069510,2.28,5.56
90,70000,80,7.74,7.6,120.98,8.27,673.77,684.99,685,0.13,91.96,92.5,91.62,25,120.93,2069240,2.28,5.79
90,70000,80,7.74,7.7,121.17,8.25,811.53,821.89,821.9,0.13,93.3,93.01,92.79,33,121.12,2074320,2.31,5.83
90,70000,80,7.74,7.64,120.84,8.28,696.85,708.19,708.19,0.13,92.3,92.28,91.65,22,120.79,2068280,2.28,5.53
100,70000,80,8.1,8.14,121.07,8.26,1981.13,2013.48,2013.48,0.12,98.57,97.86,97.67,51,121.02,2081590,2.4,5.91
100,70000,80,8.1,8.09,121.06,8.26,2450.92,2463.55,2463.55,0.12,97.92,96.97,96.39,66,121.01,2078100,2.38,5.7
100,70000,80,8.1,8.11,120.8,8.28,2150.87,2167.91,2167.91,0.12,97.99,97.88,97.58,56,120.75,2078020,2.4,5.86
100,70000,80,8.1,8.1,120.79,8.28,1171.61,1207.37,1207.37,0.12,97.8,97.67,97.07,31,120.74,2076060,2.39,5.75
100,70000,80,8.1,8.03,120.69,8.29,1756.49,1767.47,1767.48,0.12,96.87,96.55,96.47,37,120.64,2078470,2.38,5.61
100,70000,80,8.1,7.96,120.87,8.27,1341.07,1352.69,1352.69,0.13,96.23,95.88,95.83,38,120.82,2077090,2.37,5.61
100,70000,80,8.1,8.2,120.75,8.28,2518.57,2552.95,2552.95,0.12,98.97,98.7,98.23,52,120.69,2078270,2.41,6.04
100,70000,80,8.1,8.04,120.78,8.28,1522.73,1540.66,1540.67,0.12,97.11,96.64,96.23,32,120.73,2076310,2.37,5.59
100,70000,80,8.1,8.28,120.88,8.27,2648.19,2713.4,2713.41,0.12,100.13,99.09,98.73,66,120.83,2083140,2.43,5.88
100,70000,80,8.1,8.03,120.77,8.28,1379.79,1401.02,1401.03,0.12,96.98,96.87,96.42,37,120.72,2078730,2.38,5.78
10,70000,85,0.86,0.88,122.15,8.19,112.23,128.8,128.82,1.13,10.73,9.48,10.77,2,122.1,1654160,0.77,1.75
10,70000,85,0.86,0.85,122.1,8.19,146.33,129.8,129.82,1.18,10.34,12,10.39,2,122.04,1615340,0.76,1.58
10,70000,85,0.86,0.88,122.74,8.15,137.61,130.19,130.22,1.13,10.8,11.92,10.85,2,122.69,1625220,0.77,1.58
10,70000,85,0.86,0.9,122.24,8.18,122.19,129.34,129.35,1.11,10.96,10.58,11.01,2,122.19,1635900,0.77,1.71
10,70000,85,0.86,0.9,122.73,8.15,109.76,129.64,129.66,1.11,11,9.47,11.05,2,122.68,1629740,0.77,1.63
10,70000,85,0.86,0.89,122.11,8.19,149.25,131.1,131.13,1.12,10.87,12.54,10.92,2,122.05,1606810,0.77,1.5
10,70000,85,0.86,0.89,121.52,8.23,166.5,132.26,132.29,1.12,10.84,13.17,10.89,2,121.47,1588330,0.77,1.55
10,70000,85,0.86,0.85,122.29,8.18,111.49,129.02,129.04,1.18,10.35,9.24,10.41,2,122.23,1643960,0.77,1.59
10,70000,85,0.86,0.91,122.46,8.17,120.77,130.01,130.05,1.09,11.18,10.3,11.24,2,122.42,1602340,0.77,1.72
10,70000,85,0.86,0.86,122.32,8.18,136.27,130.59,130.61,1.16,10.56,11.19,10.61,2,122.26,1600220,0.76,1.54
20,70000,85,1.72,1.77,121.95,8.2,130.58,137.77,137.79,0.56,21.63,20.06,21.63,3,121.9,1871610,0.97,2.09
20,70000,85,1.72,1.67,122.01,8.2,142.47,139.05,139.06,0.6,20.4,20.93,20.41,3,121.97,1802050,0.94,2.15
20,70000,85,1.72,1.69,122.06,8.19,138.83,139.29,139.3,0.59,20.65,21.32,20.66,3,122.01,1867770,0.96,1.81
20,70000,85,1.72,1.67,122.07,8.19,146.95,139.85,139.87,0.6,20.43,20.71,20.44,3,122.02,1839510,0.95,2.13
20,70000,85,1.72,1.74,121.94,8.2,135.39,139.22,139.22,0.57,21.26,20.45,21.27,5,121.89,1815800,0.96,2.04
20,70000,85,1.72,1.72,121.49,8.23,141.35,137.66,137.67,0.58,20.94,22.33,20.95,2,121.44,1854050,0.96,2.11
20,70000,85,1.72,1.69,122.25,8.18,130.39,136.63,136.65,0.59,20.68,20.29,20.69,3,122.2,1805470,0.95,2.05
20,70000,85,1.72,1.66,121.85,8.21,132.58,136.53,136.54,0.6,20.17,19.93,20.18,3,121.8,1815520,0.94,1.92
20,70000,85,1.72,1.73,121.83,8.21,150.55,140.42,140.43,0.58,21.1,21.74,21.11,3,121.78,1842810,0.96,1.99
20,70000,85,1.72,1.63,122.16,8.19,130.32,137.5,137.51,0.61,19.87,18.43,19.89,4,122.11,1813880,0.94,2.05
30,70000,85,2.58,2.55,121.86,8.21,145.98,149.28,149.29,0.39,31.05,29.94,31.02,5,121.81,1898130,1.14,2.82
30,70000,85,2.58,2.55,121.77,8.21,155.24,151.63,151.64,0.39,30.99,31.16,30.95,4,121.72,1914320,1.14,2.96
30,70000,85,2.58,2.59,121.86,8.21,149.89,150.13,150.14,0.39,31.56,31.55,31.53,3,121.81,1913220,1.15,2.68
30,70000,85,2.58,2.43,121.66,8.22,149.06,147.63,147.64,0.41,29.58,31.11,29.56,4,121.61,1892030,1.11,2.56
30,70000,85,2.58,2.56,122.02,8.2,145.16,148.78,148.79,0.39,31.2,31.18,31.16,3,121.97,1921620,1.15,2.88
30,70000,85,2.58,2.58,121.86,8.21,135.57,146.65,146.65,0.39,31.48,30.12,31.44,3,121.8,1933720,1.15,2.55
30,70000,85,2.58,2.62,121.55,8.23,153.62,150.42,150.43,0.38,31.89,32.74,31.85,4,121.5,1918950,1.16,2.72
30,70000,85,2.58,2.52,121.8,8.21,162.83,151.17,151.18,0.4,30.65,32.08,30.62,5,121.75,1899290,1.13,2.36
30,70000,85,2.58,2.53,121.46,8.23,165.24,152.72,152.73,0.39,30.77,34.1,30.74,3,121.41,1898880,1.13,2.44
30,70000,85,2.58,2.59,121.96,8.2,150.78,150.44,150.45,0.39,31.55,31.63,31.51,5,121.9,1914150,1.15,2.51
40,70000,85,3.44,3.46,121.85,8.21,161.98,164.25,164.25,0.29,42.2,41.83,42.11,5,121.8,1968410,1.35,3.4
40,70000,85,3.44,3.47,121.55,8.23,161.2,164.9,164.9,0.29,42.12,41.86,42.04,4,121.5,1955490,1.34,3.07
40,70000,85,3.44,3.41,121.89,8.2,166.69,165.81,165.81,0.29,41.61,42.13,41.52,5,121.84,1947340,1.33,3.35
40,70000,85,3.44,3.5,121.6,8.22,165.13,167,167,0.29,42.56,41.13,42.47,5,121.55,1975480,1.36,3.23
40,70000,85,3.44,3.49,121.44,8.23,156.23,162.08,162.08,0.29,42.38,40.87,42.3,5,121.39,1952700,1.35,3.29
40,70000,85,3.44,3.55,121.5,8.23,168.88,168.24,168.25,0.28,43.15,42.97,43.07,5,121.45,1963890,1.36,3.05
40,70000,85,3.44,3.35,121.69,8.22,152.33,159.56,159.57,0.3,40.79,39.37,40.71,4,121.63,1952600,1.32,2.88
40,70000,85,3.44,3.41,121.93,8.2,170.43,166.68,166.69,0.29,41.54,42.8,41.46,6,121.88,1932490,1.32,3.23
40,70000,85,3.44,3.44,122.07,8.19,161.76,163.98,163.98,0.29,42.03,42.2,41.95,4,122.01,1963080,1.34,3.15
40,70000,85,3.44,3.28,121.73,8.22,166.46,163.98,163.99,0.31,39.87,39.86,39.79,5,121.68,1946290,1.3,3.07
50,70000,85,4.3,4.06,121.75,8.21,177.26,180.01,180.02,0.25,49.43,48.31,49.31,5,121.7,1992050,1.48,3.62
50,70000,85,4.3,4.35,121.63,8.22,214.85,204.37,204.38,0.23,52.87,52.73,52.73,9,121.58,1988250,1.54,3.95
50,70000,85,4.3,4.31,121.53,8.23,189.7,189.81,189.81,0.23,52.42,52.89,52.28,6,121.48,1990220,1.53,3.78
50,70000,85,4.3,4.35,121.61,8.22,203.49,196.3,196.3,0.23,52.88,54.61,52.74,7,121.56,1995290,1.54,3.78
50,70000,85,4.3,4.2,121.64,8.22,187.36,185.78,185.79,0.24,51.11,51.75,50.98,6,121.59,1989820,1.51,3.89
50,70000,85,4.3,4.37,121.57,8.23,196.73,193.7,193.7,0.23,53.16,53.86,53.03,7,121.51,1996700,1.55,3.43
50,70000,85,4.3,4.25,121.67,8.22,193.71,190.89,190.89,0.24,51.75,52.4,51.62,6,121.61,1971510,1.51,3.73
50,70000,85,4.3,4.19,121.5,8.23,182.85,184.44,184.45,0.24,50.91,50.05,50.79,6,121.45,1988000,1.51,3.81
50,70000,85,4.3,4.13,121.26,8.25,171.54,178.28,178.29,0.24,50.06,48.98,49.95,4,121.21,1987960,1.49,3.46
50,70000,85,4.3,4.21,121.67,8.22,179.66,183.39,183.39,0.24,51.22,50.07,51.1,5,121.62,1984740,1.51,3.84
60,70000,85,5.16,5.14,121.15,8.25,218.96,219.4,219.4,0.19,62.23,61.52,62.05,9,121.11,2014800,1.72,4.1
60,70000,85,5.16,5.14,121.32,8.24,218.8,219.65,219.65,0.19,62.4,62.03,62.21,11,121.27,2013700,1.72,4.26
60,70000,85,5.16,5.17,121.69,8.22,225.48,225.23,225.23,0.19,62.94,62.98,62.65,7,121.64,2005840,1.72,4.15
60,70000,85,5.16,4.96,121.67,8.22,209.67,210.58,210.59,0.2,60.37,61.01,60.2,9,121.62,2003470,1.68,3.77
60,70000,85,5.16,5.21,121.47,8.23,224.59,225.28,225.28,0.19,63.33,63.45,63.14,7,121.42,2015150,1.74,4.24
60,70000,85,5.16,5.11,121.32,8.24,207.83,213.53,213.54,0.2,61.98,61.25,61.8,7,121.27,2013340,1.71,4.5
60,70000,85,5.16,5.26,121.48,8.23,229.31,229.26,229.27,0.19,63.86,63.97,63.67,8,121.43,2013600,1.75,4.51
60,70000,85,5.16,5.25,121.28,8.25,249.7,241.16,241.17,0.19,63.65,63.87,63.36,12,121.23,2012860,1.74,4.33
60,70000,85,5.16,4.96,121.68,8.22,223.4,219.8,219.81,0.2,60.33,61.05,60.16,8,121.63,2007960,1.68,3.89
60,70000,85,5.16,5.35,121.32,8.24,230.93,232.32,232.33,0.19,64.86,64.44,64.67,10,121.27,2009260,1.76,4.18
70,70000,85,6.02,6.02,121.19,8.25,258.46,265.81,265.81,0.17,73,72.62,72.76,8,121.14,2032960,1.92,4.78
70,70000,85,6.02,6.03,121.23,8.25,276.25,279.69,279.69,0.17,73.06,73.4,72.82,9,121.18,2033600,1.92,4.48
70,70000,85,6.02,5.99,121.44,8.23,289.83,289.42,289.42,0.17,72.68,71.66,72.45,12,121.39,2033780,1.91,4.48
70,70000,85,6.02,6.05,121.23,8.25,301.4,297.77,297.78,0.17,73.33,73.94,73.08,13,121.18,2042130,1.93,4.91
70,70000,85,6.02,6.06,121.2,8.25,263.24,270.45,270.45,0.16,73.49,73,73.25,8,121.15,2031280,1.93,4.63
70,70000,85,6.02,5.83,121.18,8.25,301.87,290.83,290.83,0.17,70.69,72.03,70.46,12,121.13,2026520,1.87,4.51
70,70000,85,6.02,5.97,121.14,8.25,283.02,282.08,282.08,0.17,72.26,72.43,72.03,10,121.09,2037270,1.91,4.69
70,70000,85,6.02,5.97,121.1,8.26,262.9,268.26,268.26,0.17,72.32,71.75,72.08,9,121.05,2031810,1.91,4.68
