CPU Utilization [%],Sampling Rate [µs],Threshold [%],Modeled Arrival Rate [jobs/s],Measured Arrival Rate [jobs/s],Measured Mean Service Time [ms],Measured Mean Service Rate [jobs/s],Modeled MRT (k/?) [ms],Modeled MRT (W+S) [ms],Measured MRT [ms],Measured Mean Interarrival Time [ms],Modeled Utilization [%],Modeled Busy Probability (1-??),Measured Utilization [%],Highest State,Measured Mean CPU Time [ms],Measured Mean CORE Frequency [KHz],Modeled CORE Power [W],Measured CORE Power [W],,,,ceff
20,100000,80,1.72,1.663333333,121.659616,8.219654417,149.3221797,138.3374229,138.352394,0.599938218,20.23604946,22.1331998,20.25,3,121.606867,1796650,0.93741479,1.835,,,,
20,100000,80,1.72,1.711666667,121.586856,8.224573222,138.1672933,138.2959086,138.311028,0.583981819,20.81161685,20.82725061,20.82,2,121.540483,1800430,0.947142626,1.806333333,,,,
20,100000,80,1.72,1.583333333,121.75264,8.213374264,143.5255683,137.9261923,137.939628,0.631322882,19.27750133,19.46344029,19.29,3,121.707489,1786920,0.920487644,1.597166667,,,,
20,100000,80,1.72,1.683333333,121.596122,8.223946484,156.9657213,140.4717314,140.4844,0.593544981,20.46868054,22.46412667,20.48,4,121.542727,1840060,0.949601264,1.686166667,,,,
20,100000,80,1.72,1.79,122.318268,8.17539372,143.7592124,139.993694,140.004924,0.558582585,21.89496997,22.66170312,21.9,3,122.273666,1809260,0.96602773,1.712666667,,,,
20,100000,80,1.72,1.686666667,122.076636,8.191575659,126.1894305,136.5514064,136.56541,0.592810163,20.59025927,18.61728395,20.6,3,122.032928,1772390,0.938109968,1.818,,,,
20,100000,80,1.72,1.741666667,121.987506,8.197560822,124.6627721,136.4387501,136.450381,0.573453369,21.2461573,19.79913917,21.26,3,121.939636,1786670,0.951272396,1.709,,,,
20,100000,80,1.72,1.69,121.925728,8.201714408,125.6922552,136.6396914,136.651869,0.591568262,20.60544803,19.27057664,20.62,3,121.878939,1853430,0.954512709,1.876,,,,
20,100000,80,1.72,1.811666667,121.748092,8.213681082,138.8192748,139.412645,139.423975,0.551926629,22.056696,21.93103448,22.06,3,121.694027,1830920,0.973137744,1.896833333,,,,
30,100000,80,2.58,2.555,121.812474,8.209339874,150.0730266,150.5950549,150.603105,0.391147283,31.12308711,29.93152918,31.09,5,121.765518,1912390,1.141611353,2.584166667,,,,
30,100000,80,2.58,2.696666667,121.530496,8.228387384,156.1442117,153.4777792,153.485563,0.370802673,32.77272375,33.39511894,32.73,4,121.479277,1920110,1.171436129,2.4885,,,,
30,100000,80,2.58,2.595,121.556232,8.226645262,154.7611316,150.8551514,150.863786,0.385326649,31.5438422,32.96950241,31.51,4,121.503943,1903330,1.145983781,2.474,,,,
30,100000,80,2.58,2.511666667,121.394821,8.23758371,134.4306999,145.3042049,145.312684,0.397444331,30.49033254,29.25373134,30.46,3,121.347017,1899820,1.127478241,2.361333333,,,,
30,100000,80,2.58,2.713333333,121.541786,8.22762305,166.7925217,154.9187868,154.926088,0.367828092,32.97833793,35.18575376,32.94,4,121.491142,1907710,1.171167727,2.382666667,,,,
30,100000,80,2.58,2.575,121.858447,8.206242773,139.0821458,147.0724783,147.082282,0.388331453,31.3785501,29.79618247,31.34,3,121.811823,1902880,1.143017861,2.357833333,,,,
30,100000,80,2.58,2.54,121.992931,8.197196279,160.8892034,153.5001263,153.508607,0.393461774,30.98620447,31.09216136,30.95,4,121.939884,1886830,1.131877783,2.382,,,,
30,100000,80,2.58,2.601666667,121.669846,8.218963308,152.6152907,149.9649795,149.97267,0.384184212,31.65443827,31.76432917,31.62,4,121.617785,1917370,1.151958519,2.3125,,,,
30,100000,80,2.58,2.655,121.282961,8.245181283,163.9192175,154.5402983,154.549175,0.376638255,32.20062615,32.91496705,32.16,5,121.232699,1911270,1.159200114,2.456166667,,,,
30,100000,80,2.58,2.376666667,121.634413,8.221357553,146.594048,146.4540526,146.465175,0.420020368,28.90844549,28.53137049,28.88,4,121.582689,1911200,1.104267574,2.265333333,,,,
40,100000,80,3.44,3.456666667,121.497356,8.230631784,158.5584983,163.9880204,163.993994,0.289021857,41.99758606,41.11834177,41.91,5,121.445359,1961370,1.34172573,2.883666667,,,,
40,100000,80,3.44,3.336666667,121.650796,8.220250363,170.4662379,165.1691071,165.175304,0.299298979,40.5908156,41.89762797,40.51,6,121.600946,1948240,1.312777751,3.0985,,,,
40,100000,80,3.44,3.405,121.568109,8.225841532,158.519887,162.4277123,162.434553,0.293558021,41.39394111,41.64423783,41.32,6,121.520615,1939810,1.323398522,2.750333333,,,,
40,100000,80,3.44,3.281666667,121.453107,8.23363045,163.2307623,162.955708,162.962269,0.304570894,39.85686128,40.44173648,39.78,4,121.40253,1956920,1.303500125,2.676,,,,
40,100000,80,3.44,3.336666667,121.748328,8.21366516,175.2554562,168.0023475,168.008643,0.299288442,40.62335878,40.94881398,40.55,5,121.700798,1966620,1.320318882,2.994833333,,,,
40,100000,80,3.44,3.51,121.211753,8.250025062,165.7466409,166.1146105,166.120506,0.284656478,42.5453253,43.48445288,42.46,4,121.162836,1951970,1.347510289,2.960166667,,,,
40,100000,80,3.44,3.505,121.554328,8.226774122,167.3048825,167.598981,167.604817,0.285273509,42.60479196,42.6669836,42.52,5,121.506287,1954880,1.349672279,2.8505,,,,
40,100000,80,3.44,3.281666667,121.886491,8.204354656,170.9668174,166.1646717,166.17105,0.304637789,39.99908346,40.46712364,39.93,4,121.834412,1955270,1.305464661,2.855666667,,,,
40,100000,80,3.44,3.595,121.362339,8.239788457,161.9991716,167.4550641,167.461194,0.278117677,43.62976087,43.40672074,43.54,4,121.311685,1948120,1.36443916,3.068166667,,,,
40,100000,80,3.44,3.431666667,121.759625,8.212903087,167.8099842,165.8039775,165.809654,0.290704393,41.78384465,41.95193008,41.7,5,121.710221,1963450,1.338914868,3.139,,,,
50,100000,80,4.3,4.38,121.344281,8.241014671,196.1290143,193.8720494,193.876688,0.228161454,53.14879508,53.45253947,53.01,6,121.294527,1983510,1.543110605,3.797333333,,,,
50,100000,80,4.3,4.151666667,121.418577,8.235971996,178.2213681,181.4746147,181.479722,0.240840101,50.40894588,50.3110576,50.28,6,121.366263,1971130,1.490002818,3.4315,,,,
50,100000,80,4.3,4.243333333,121.385471,8.23821823,188.4662481,185.7700202,185.774824,0.235635839,51.50790153,52.60161005,51.37,8,121.334897,1976840,1.511494951,3.441833333,,,,
50,100000,80,4.3,4.373333333,121.823989,8.208563914,194.8541883,192.9359788,192.940818,0.228523967,53.27769119,53.24823776,53.14,6,121.771167,1984350,1.545775404,3.700833333,,,,
50,100000,80,4.3,4.39,121.632415,8.221492601,181.4022881,187.3581529,187.362863,0.227690763,53.39663019,53.10305561,53.26,6,121.581624,1982590,1.547008563,3.528166667,,,,
50,100000,80,4.3,4.328333333,121.175418,8.252498869,181.003994,185.6649775,185.66996,0.230973534,52.44876009,50.97208855,52.32,6,121.124218,1995600,1.536879905,3.427833333,,,,
50,100000,80,4.3,4.44,121.381732,8.238471997,199.6131992,195.7047847,195.709332,0.225137137,53.89348901,55.01970351,53.76,6,121.331646,1987710,1.558194887,3.515,,,,
50,100000,80,4.3,4.28,121.432709,8.235013517,194.8480785,190.8802221,190.884978,0.233570364,51.97319945,52.44306015,51.84,7,121.381688,1980970,1.521583166,4.001333333,,,,
50,100000,80,4.3,4.271666667,121.534749,8.228099438,177.299176,183.3727874,183.37766,0.233976445,51.91559361,50.92646772,51.78,7,121.48352,1988390,1.524040698,3.636166667,,,,
50,100000,80,4.3,4.245,121.313125,8.243131153,180.0420977,182.9170362,182.921932,0.235543284,51.49742156,51.20706575,51.37,6,121.261748,1991560,1.518382864,4.0055,,,,
60,100000,80,5.16,5.135,121.018014,8.263232613,215.2178381,217.7115946,217.716334,0.19473109,62.14275019,62.32354373,61.86,7,120.96605,2010670,1.712081653,4.096166667,,,,
60,100000,80,5.16,5.193333333,121.379845,8.238600074,229.1315819,226.6325075,226.637824,0.192490144,63.0365995,64.27081662,62.85,10,121.326959,1999700,1.723281849,3.829,,,,
60,100000,80,5.16,5.128333333,121.546443,8.227307812,217.8686394,219.4266635,219.430572,0.194935354,62.33306752,62.51827782,62.15,8,121.492772,2010160,1.716902519,4.018833333,,,,
60,100000,80,5.16,5.143333333,121.450846,8.233783732,222.3321325,222.4574015,222.461352,0.194247932,62.46621846,62.82196663,62.29,7,121.401541,2000920,1.714160151,3.986833333,,,,
60,100000,80,5.16,5.17,121.494265,8.230841184,226.2791129,225.2408234,225.244974,0.193347399,62.81253501,63.07816277,62.63,10,121.444338,2001860,1.720651981,4.105333333,,,,
60,100000,80,5.16,5.186666667,121.447979,8.233978105,217.8276086,221.4261605,221.43026,0.192746224,62.99101844,62.79518072,62.8,9,121.395322,2010910,1.728773874,4.189166667,,,,
60,100000,80,5.16,5.158333333,121.309597,8.243370885,218.9117613,220.6240693,220.628013,0.193791924,62.57553379,61.70247133,62.39,9,121.257017,2004170,1.717747369,4.1715,,,,
60,100000,80,5.16,5.113333333,121.196806,8.251042523,219.7541193,218.9918879,218.995773,0.195464154,61.9719668,62.73423497,61.79,8,121.145884,2011880,1.711525405,4.0185,,,,
60,100000,80,5.16,4.986666667,121.243375,8.247873337,221.5766689,218.6504246,218.65459,0.200497124,60.46002967,61.20300752,60.29,9,121.190433,1996390,1.676631997,4.225,,,,
60,100000,80,5.16,5.061666667,121.36017,8.239935722,208.7830339,213.7669295,213.771286,0.197459115,61.42847272,59.83539095,61.25,7,121.308669,2010280,1.701121694,3.883333333,,,,
70,100000,80,6.02,5.893333333,121.123481,8.25603749,326.5557058,310.3482602,310.351937,0.16967562,71.3821048,72.57175173,71.03,15,121.070444,2020110,1.879632572,4.972666667,,,,
70,100000,80,6.02,6.113333333,120.91234,8.270454447,267.4037225,274.0622717,274.065596,0.16349981,73.91774385,74.55363227,73.67,10,120.860556,2036860,1.937457998,4.367666667,,,,
70,100000,80,6.02,5.963333333,121.169396,8.25290901,295.4106152,290.8111772,290.814832,0.167685178,72.25734981,71.88766243,72.02,13,121.119503,2034170,1.906273287,4.898166667,,,,
70,100000,80,6.02,6.023333333,121.173729,8.252613898,290.8870324,288.9477305,288.951202,0.16599838,72.9869761,74.04896943,72.75,10,121.125528,2034860,1.919732885,4.344333333,,,,
70,100000,80,6.02,5.96,121.211377,8.250050653,285.2794669,284.1631079,284.166533,0.167771293,72.24198069,71.91388229,72.01,10,121.160641,2031100,1.904103511,4.4715,,,,
70,100000,80,6.02,6.143333333,121.165911,8.253146382,287.2073827,289.2904608,289.293761,0.162643704,74.43625799,74.92201275,74.19,10,121.116386,2039830,1.948719304,4.601,,,,
70,100000,80,6.02,5.976666667,121.479943,8.231811567,311.8451957,304.4859992,304.489341,0.16716851,72.6045126,72.89836888,72.37,16,121.429938,2026660,1.90761414,4.335666667,,,,
70,100000,80,6.02,6.225,121.418596,8.235970707,320.2530373,316.8505772,316.855332,0.160557343,75.58307601,76.58947932,75.33,12,121.367102,2035300,1.966018438,4.457166667,,,,
70,100000,80,6.02,6.01,121.211314,8.250054941,268.7189173,273.957603,273.961061,0.166380182,72.84799971,71.69000416,72.49,13,121.162102,2028410,1.910887096,4.695833333,,,,
70,100000,80,6.02,6.04,121.24713,8.247617902,296.4099182,293.9689074,293.972281,0.165458662,73.23326652,73.09973789,73,12,121.196698,2030780,1.921506833,4.520333333,,,,
80,100000,80,6.88,6.853333333,121.297618,8.244184976,403.7349355,406.5760708,406.579123,0.145911704,83.12930087,82.80851064,82.83,13,121.248057,2055210,2.114534603,5.778,,,,
80,100000,80,6.88,6.848333333,121.03572,8.262023806,413.3854473,414.005456,414.008428,0.145830921,82.88929558,83.246137,82.6,16,120.983849,2051750,2.107828401,4.975833333,,,,
80,100000,80,6.88,6.815,121.126129,8.255857,329.0641881,342.4732611,342.476376,0.146735044,82.54745691,81.79484045,82.12,12,121.075684,2053330,2.100366518,4.896,,,,
80,100000,80,6.88,6.806666667,120.880222,8.272651915,393.8229965,395.8115387,395.814559,0.146902171,82.27913777,81.80927898,81.86,17,120.829744,2055590,2.097351191,5.145166667,,,,
80,100000,80,6.88,6.945,121.318459,8.242768728,418.1798629,422.4881124,422.491187,0.143945904,84.25566978,83.97120576,83.96,15,121.269154,2056260,2.135668841,5.9185,,,,
80,100000,80,6.88,6.908333333,121.012885,8.263582841,390.7502707,397.8598124,397.863033,0.144656962,83.59973472,82.41466651,83.16,16,120.963526,2050570,2.117012248,5.3455,,,,
80,100000,80,6.88,6.906666667,121.045436,8.261360635,422.1706583,422.2322126,422.235248,0.14474563,83.6020478,84.35275667,83.31,16,120.996328,2058740,2.125815364,5.350333333,,,,
80,100000,80,6.88,6.818333333,121.128916,8.255667045,444.0408066,438.6087759,438.611871,0.146636876,82.58973256,82.45142368,82.3,22,121.078397,2053000,2.103360232,5.131333333,,,,
80,100000,80,6.88,6.958333333,120.909073,8.270677917,406.9418342,413.554424,413.55737,0.143601869,84.1325633,84.26535744,83.84,15,120.859411,2055900,2.133236554,5.253166667,,,,
80,100000,80,6.88,6.855,120.871634,8.273239692,364.3692643,373.1849412,373.187989,0.1458736,82.85750511,82.38726146,82.56,16,120.822459,2054510,2.109155049,4.606,,,,
90,100000,80,7.74,7.895,120.94553,8.26818486,1173.997102,1184.239349,1184.242057,0.126600658,95.48649594,95.14511873,94.81,38,120.897184,2079230,2.3505878,5.600833333,,,,
90,100000,80,7.74,7.835,121.123224,8.256055007,1059.554036,1069.869362,1069.871973,0.127605066,94.900046,94.42731043,94.38,28,121.074178,2074540,2.338794578,5.177333333,,,,
90,100000,80,7.74,7.853333333,120.91046,8.270583041,958.4468573,973.8645945,973.867285,0.127313394,94.95501459,95.1193634,94.43,27,120.853621,2075120,2.340193352,5.4285,,,,
90,100000,80,7.74,7.666666667,120.749652,8.281597366,665.6979629,680.9535272,680.95622,0.130381889,92.5747332,92.50081513,92.07,21,120.700565,2068060,2.291474577,5.335833333,,,,
90,100000,80,7.74,7.703333333,121.182265,8.252032589,912.6712862,916.1215765,916.124198,0.129805346,93.35073814,93.55327204,92.69,31,121.134309,2072050,2.306017302,5.109333333,,,,
90,100000,80,7.74,7.858333333,120.872837,8.273157351,1119.225838,1127.801503,1127.804117,0.127163144,94.98590441,94.89979854,94.62,38,120.825118,2073670,2.342419188,5.5525,,,,
90,100000,80,7.74,7.715,120.668286,8.287181605,777.0198123,786.1450282,786.147748,0.129593498,93.09558265,93.64942218,92.59,23,120.619547,2071080,2.303398142,5.580166667,,,,
90,100000,80,7.74,7.746666667,121.108262,8.25707498,817.8752904,833.393955,833.396589,0.129080956,93.81853363,93.48176831,93.31,27,121.059845,2071020,2.31641013,4.729666667,,,,
90,100000,80,7.74,7.77,120.931743,8.269127486,930.2155468,939.1726635,939.175362,0.128653959,93.96396431,93.88739946,93.45,32,120.883859,2069990,2.318088282,5.326666667,,,,
90,100000,80,7.74,7.731666667,121.151708,8.254113925,994.0323075,995.4867415,995.489502,0.129334618,93.67046224,93.92175881,93.17,29,121.103391,2074240,2.316556086,5.5475,,,,
100,100000,80,8.1,8.161666667,120.896459,8.271540856,1738.940083,1777.47606,1777.478537,0.122516352,98.67165995,98.42776927,98.25,45,120.846962,2080730,2.414559092,6.038166667,,,,
100,100000,80,8.1,7.938333333,121.028566,8.262512174,1359.342017,1368.242419,1368.246093,0.125945122,96.07650998,96.17927994,95.52,41,120.978394,2075840,2.360621862,5.843666667,,,,
100,100000,80,8.1,8.136666667,120.777249,8.279705063,3363.482645,3370.384769,3370.388412,0.122882836,98.2724216,98.07475678,97.86,87,120.72697,2080720,2.407442066,5.7275,,,,
100,100000,80,8.1,8.21,120.760525,8.28085171,2592.939598,2634.836481,2634.83907,0.121749747,99.14439103,97.32061301,97.12,87,120.710941,2078650,2.392156468,5.688333333,,,,
100,100000,80,8.1,7.861666667,120.807657,8.277621012,1083.561707,1090.549883,1090.553447,0.127193303,94.97495301,94.12824589,93.96,41,120.756786,2067130,2.324930478,5.386833333,,,,
100,100000,80,8.1,8.026666667,120.709889,8.284325404,2002.770791,2002.879769,2002.882316,0.124577634,96.88980424,97.08294405,96.49,48,120.659657,2077700,2.379865347,5.466833333,,,,
100,100000,80,8.1,8.233333333,120.938824,8.268643327,4468.113875,4513.418581,4513.420995,0.121446613,99.57296509,98.0163951,97.7,106,120.888756,2080900,2.404683142,5.832,,,,
100,100000,80,8.1,8.011666667,120.889817,8.271995316,1474.059378,1490.133827,1490.137352,0.124786023,96.85289172,96.65106604,96.13,36,120.839388,2075920,2.371782603,5.424,,,,
100,100000,80,8.1,8.075,120.892826,8.271789428,2059.246826,2074.490892,2074.493523,0.123838639,97.620957,97.37901145,97.05,56,120.842537,2077960,2.390282933,5.721166667,,,,
100,100000,80,8.1,8.101666667,120.997289,8.264647979,2286.279965,2305.14403,2305.147472,0.123402017,98.0279703,97.44934691,97.3,71,120.946996,2079390,2.396077921,5.904333333,,,,
10,100000,85,0.86,0.865,121.985784,8.197676542,106.8168036,128.7108364,128.734534,1.154026838,10.55177032,8.85466795,10.6,2,121.93049,1601060,0.763872421,1.325333333,,,,
10,100000,85,0.86,0.886666667,121.581976,8.224903336,116.4884041,129.4854597,129.508151,1.124632915,10.78026854,9.577464789,10.83,3,121.524689,1665510,0.774369019,1.304833333,,,,
10,100000,85,0.86,0.801666667,122.115298,8.188982186,167.0973634,131.95779,131.982565,1.247198903,9.78957639,12.56490135,9.84,2,122.067752,1549010,0.747793054,1.236333333,,,,
10,100000,85,0.86,0.903333333,121.492641,8.230951206,118.3532573,129.3305104,129.354666,1.10365387,10.97483524,9.953917051,11.02,3,121.439358,1627840,0.772828525,1.3395,,,,
10,100000,85,0.86,0.893333333,122.482363,8.164440786,124.146277,130.3097082,130.339729,1.116122251,10.94175776,10.53122088,10.99,2,122.433831,1607430,0.770069587,1.365166667,,,,
10,100000,85,0.86,0.793333333,121.457758,8.233315158,113.7495922,128.1768148,128.203318,1.25804436,9.635648801,9.024134313,9.7,1,121.404962,1550410,0.74603752,1.2365,,,,
10,100000,85,0.86,0.828333333,121.755721,8.213166427,157.7303014,130.6727876,130.697306,1.201387836,10.08543222,12.26130653,10.14,2,121.702947,1598390,0.757136012,1.2535,,,,
10,100000,85,0.86,0.858333333,122.404716,8.16961987,140.1222303,129.2948875,129.31876,1.158851401,10.50640479,11.25121242,10.56,2,122.356917,1604640,0.763706847,1.3825,,,,
10,100000,85,0.86,0.823333333,122.065462,8.192325524,132.6330526,130.330688,130.358541,1.21241246,10.05005637,10.11122346,10.11,2,122.014191,1579720,0.754727467,1.233166667,,,,
10,100000,85,0.86,0.871666667,121.324715,8.242343697,138.0617662,129.7830509,129.806036,1.133616039,10.57547099,10.88825215,10.63,2,121.274641,1606320,0.764877352,1.309,,,,
20,100000,85,1.72,1.776666667,121.413256,8.236332942,127.1891979,137.8173429,137.828765,0.56225001,21.57108848,19.7843413,21.58,4,121.359059,1839560,0.967227764,1.7435,,,,
20,100000,85,1.72,1.635,121.930454,8.201396511,138.3390897,137.8262856,137.839337,0.611434717,19.93562923,20.47885889,19.95,3,121.882826,1787290,0.930889718,1.618,,,,
20,100000,85,1.72,1.7,121.896696,8.203667801,150.4452835,140.9675864,140.980727,0.587606535,20.72243832,20.97011269,20.73,5,121.844994,1791620,0.94396533,1.8665,,,,
20,100000,85,1.72,1.748333333,121.832725,8.20797532,140.8814675,139.4241785,139.436806,0.571904145,21.30042142,20.24773702,21.31,5,121.782921,1852410,0.965506351,1.674166667,,,,
20,100000,85,1.72,1.701666667,121.850687,8.206765383,120.2356965,135.9326416,135.945355,0.587526104,20.73492524,19.38325991,20.74,2,121.804476,1828850,0.951554219,1.809,,,,
20,100000,85,1.72,1.641666667,122.054262,8.193077272,135.6728399,137.9757779,137.987922,0.609058534,20.03724135,19.73617453,20.05,3,122.005968,1812550,0.937345105,1.713333333,,,,
20,100000,85,1.72,1.728333333,121.802496,8.210012379,130.4969153,136.614618,136.626289,0.578253574,21.05153139,21.10843373,21.06,2,121.756258,1794950,0.949818381,1.720166667,,,,
20,100000,85,1.72,1.786666667,121.838057,8.207616115,140.9038722,139.5029479,139.520041,0.559284573,21.76839952,21.81818182,21.77,3,121.786476,1839950,0.970370757,1.767666667,,,,
20,100000,85,1.72,1.711666667,122.035664,8.194325882,127.3640893,137.142701,137.159466,0.583730141,20.88843782,19.46472019,20.9,2,121.987244,1792680,0.946846372,1.515333333,,,,
20,100000,85,1.72,1.791666667,121.996801,8.196936246,119.360384,136.8666064,136.878425,0.558003495,21.85776018,19.61878196,21.87,2,121.946202,1822660,0.96835986,1.673666667,,,,
30,100000,85,2.58,2.556666667,121.922307,8.201944538,154.8478858,151.3351711,151.343233,0.391123133,31.17146982,32.02997719,31.13,4,121.868845,1882900,1.133710603,2.141833333,,,,
30,100000,85,2.58,2.596666667,121.53126,8.228335656,149.4969613,150.2303139,150.238542,0.384629852,31.55761718,31.88963747,31.52,4,121.482547,1891110,1.142557201,2.191833333,,,,
30,100000,85,2.58,2.513333333,121.429608,8.235223818,156.408117,150.4470385,150.45572,0.397691496,30.51930814,30.89161419,30.49,4,121.383307,1900100,1.128057298,2.039666667,,,,
30,100000,85,2.58,2.565,121.962093,8.199268932,155.6162066,151.0905287,151.098744,0.38978754,31.28327685,32.44559922,31.25,3,121.910456,1891740,1.138268319,2.1755,,,,
30,100000,85,2.58,2.656666667,121.323151,8.242449951,158.8742356,152.444253,152.451904,0.37585488,32.23151712,33.23925996,32.19,4,121.269484,1907890,1.158688643,2.517666667,,,,
30,100000,85,2.58,2.623333333,121.802535,8.210009751,143.0840875,148.9557774,148.963597,0.381173921,31.95286502,30.61289298,31.91,4,121.751036,1904040,1.15286394,2.326166667,,,,
30,100000,85,2.58,2.516666667,121.833324,8.207934965,142.1835233,147.8761094,147.884166,0.397300585,30.66138654,30.08937438,30.63,4,121.782912,1892740,1.128280635,2.311,,,,
30,100000,85,2.58,2.538333333,121.617565,8.222496479,156.5752219,151.1401606,151.149299,0.393947447,30.87059192,31.4407614,30.84,3,121.567352,1898530,1.133430424,2.131166667,,,,
30,100000,85,2.58,2.648333333,121.783963,8.211261773,156.4309203,152.4911089,152.500117,0.377473295,32.25245287,33.02925448,32.22,4,121.736811,1896390,1.155737911,2.303166667,,,,
30,100000,85,2.58,2.573333333,121.744797,8.213903383,144.6718005,148.8590394,148.870464,0.388151768,31.32899443,30.5600518,31.3,4,121.697911,1871130,1.133076188,2.268833333,,,,
40,100000,85,3.44,3.455,121.779614,8.211555014,162.759542,164.8234244,164.829445,0.28925279,42.07485664,41.76513142,41.99,6,121.729348,1952930,1.339844346,2.552833333,,,,
40,100000,85,3.44,3.461666667,121.616342,8.222579166,168.6687096,167.0555681,167.061797,0.288470248,42.09952372,40.67388688,42.02,5,121.565687,1947190,1.338141759,2.722666667,,,,
40,100000,85,3.44,3.43,121.944865,8.2004273,169.176939,167.4063791,167.413307,0.291539167,41.8270887,42.14233665,41.74,5,121.893491,1955360,1.336499714,2.5515,,,,
40,100000,85,3.44,3.496666667,121.708739,8.216336873,160.4032841,163.858068,163.86411,0.285957038,42.55748907,42.45889921,42.47,4,121.662076,1946950,1.345723631,2.668833333,,,,
40,100000,85,3.44,3.408333333,121.421921,8.235745175,162.3696599,164.826775,164.832757,0.293009414,41.38463807,39.99022244,41.31,5,121.371951,1952980,1.328230666,2.740333333,,,,
40,100000,85,3.44,3.41,121.744011,8.213956414,169.0892039,166.2283439,166.234417,0.293120782,41.51470775,42.85365258,41.44,5,121.692719,1945690,1.327677519,2.498166667,,,,
40,100000,85,3.44,3.445,121.525479,8.22872708,167.4964856,167.5202985,167.527867,0.290035407,41.86552752,42.03143894,41.78,5,121.468176,1946970,1.333963714,2.773333333,,,,
40,100000,85,3.44,3.473333333,121.570191,8.225700657,166.639887,166.7074288,166.714525,0.287866078,42.22537967,42.19237227,42.14,5,121.52032,1946090,1.339762764,2.987166667,,,,
40,100000,85,3.44,3.518333333,121.523849,8.228837452,176.0676936,169.9697329,169.97581,0.283990036,42.75614087,44.56547478,42.67,4,121.473433,1940250,1.346510001,2.7105,,,,
40,100000,85,3.44,3.263333333,121.694126,8.217323489,147.8586701,157.5082096,157.514596,0.306423664,39.71284978,38.7030891,39.64,6,121.642341,1939370,1.29469138,2.4005,,,,
50,100000,85,4.3,4.23,121.394871,8.237580318,183.3699561,184.4986705,184.505668,0.23632315,51.35003043,51.05377191,51.22,7,121.341774,1973730,1.507446332,3.337333333,,,,
50,100000,85,4.3,4.12,121.5746,8.225402346,187.057634,184.5824021,184.588817,0.242490012,50.0887352,50.1314459,49.97,6,121.525524,1971110,1.484641154,2.986833333,,,,
50,100000,85,4.3,4.376666667,121.258536,8.246842103,185.8148298,187.9587224,187.963593,0.228480881,53.07081926,52.97924995,52.94,7,121.209936,1985910,1.543050409,3.256166667,,,,
50,100000,85,4.3,4.39,121.098282,8.257755465,189.6596373,190.4466997,190.451445,0.22777156,53.1621458,53.15999241,53.03,8,121.046887,1980780,1.542140957,3.330333333,,,,
50,100000,85,4.3,4.255,121.640863,8.220921616,178.3225577,182.6771427,182.682013,0.234966203,51.75818721,50.38182886,51.63,7,121.590501,1982310,1.518569221,3.277333333,,,,
50,100000,85,4.3,4.256666667,121.720411,8.215548993,183.8848115,186.9636536,186.968661,0.234857881,51.81232162,51.77138383,51.68,7,121.670219,1982410,1.519484496,3.259833333,,,,
50,100000,85,4.3,4.273333333,121.588602,8.224455118,175.3815522,183.2451409,183.249899,0.23389404,51.95886259,50.77013063,51.83,5,121.5398,1994250,1.527677248,3.109333333,,,,
50,100000,85,4.3,4.306666667,121.604547,8.223376713,187.5014599,189.1907932,189.19579,0.232135031,52.37102491,51.30586187,52.24,7,121.551856,1977240,1.526750361,3.275333333,,,,
50,100000,85,4.3,4.281666667,121.589675,8.224382539,177.7900183,183.5332077,183.537956,0.233170132,52.06064585,50.98268146,51.93,6,121.542103,1982740,1.523981807,3.211666667,,,,
50,100000,85,4.3,4.355,121.49454,8.230822554,175.7631761,183.5192491,183.524008,0.229592023,52.91087217,52.01836618,52.78,5,121.443079,1981210,1.538009771,3.439666667,,,,
60,100000,85,5.16,5.12,121.509048,8.229839806,218.3876627,219.0358475,219.039946,0.195277324,62.21263258,61.20423108,61.93,7,121.458827,2011660,1.713869365,3.984,,,,
60,100000,85,5.16,5.138333333,121.227353,8.248963417,213.2661676,217.1384887,217.144218,0.194574769,62.29065488,62.26690449,62.11,7,121.177308,2007750,1.714843755,3.927833333,,,,
60,100000,85,5.16,5,121.411234,8.236470111,207.0988169,210.7339062,210.738147,0.199938087,60.705617,60.15664056,60.53,7,121.362449,2006040,1.686118821,3.781666667,,,,
60,100000,85,5.16,4.971666667,121.453324,8.233615739,230.5337755,224.5472901,224.552991,0.201085945,60.38254425,60.54968996,60.11,11,121.401649,1999500,1.675177593,3.901833333,,,,
60,100000,85,5.16,5.161666667,121.716917,8.215784828,221.7251562,223.1726925,223.176728,0.193637459,62.82621532,62.03389831,62.64,8,121.667471,2005350,1.722804943,4.0085,,,,
60,100000,85,5.16,5.011666667,121.418113,8.23600347,198.8709636,205.1595715,205.165106,0.19951011,60.85071097,60.13300083,60.68,7,121.368278,2010860,1.691403131,3.8425,,,,
60,100000,85,5.16,5.221666667,121.314607,8.243030454,224.5434073,225.5193456,225.523652,0.191347959,63.34644396,62.74134355,63.16,8,121.263029,2006420,1.732550475,4.164666667,,,,
60,100000,85,5.16,5.163333333,121.270234,8.246046594,223.3634572,222.8773075,222.881306,0.19362132,62.61586416,63.07890915,62.43,8,121.21841,2007690,1.720437728,4.195666667,,,,
60,100000,85,5.16,5.166666667,121.530966,8.228355562,214.398302,218.0995288,218.103843,0.193521668,62.7909991,62.50604741,62.61,7,121.480071,2004750,1.721938129,3.8755,,,,
